;;;101_CT_1;101_CT_2;101_STEAM_3;101_STEAM_4;102_CT_1;102_CT_2;102_STEAM_3;102_STEAM_4;107_CC_1;113_CT_1;113_CT_2;113_CT_3;113_CT_4;115_STEAM_1;115_STEAM_2;115_STEAM_3;116_STEAM_1;118_CC_1;123_STEAM_2;123_STEAM_3;123_CT_1;123_CT_4;123_CT_5;114_SYNC_COND_1;121_NUCLEAR_1;122_HYDRO_1;122_HYDRO_2;122_HYDRO_3;122_HYDRO_4;122_HYDRO_5;122_HYDRO_6;113_PV_1;102_PV_1;101_PV_1;102_PV_2;104_PV_1;101_PV_2;101_PV_3;101_PV_4;103_PV_1;119_PV_1;118_RTPV_1;118_RTPV_2;118_RTPV_3;118_RTPV_4;118_RTPV_5;118_RTPV_6;118_RTPV_7;118_RTPV_8;118_RTPV_9;118_RTPV_10;122_WIND_1;109_BATTERY_1;110_BATTERY_1;111_BATTERY_1;112_BATTERY_1;121_BATTERY_1;107_BATTERY_1;113_BATTERY_1;123_BATTERY_1
2030;sc01;01-02 06:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002222881;0;0.000519211;0.002222881;0.002222881;0.002222881;0;0;0;0;0;0;0;0;0;0;0;0;0.694617957;;;;;;;;
2030;sc01;01-02 07:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002222881;0;0.075804777;0.002222881;0.002222881;0.002222881;0;0.001250546;0;0;0;0;0;0;0;0;0;0;0.649057585;;;;;;;;
2030;sc01;01-02 08:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.95E-05;0.021022812;0.005631298;0.021022812;0.295430945;0.005631298;0.005631298;0.005631298;0.021022812;0.010895084;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;2.95E-05;0.604366563;;;;;;;;
2030;sc01;01-02 09:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.019959232;0.086775011;0.113515116;0.086775011;0.509345794;0.113515116;0.113515116;0.113515116;0.086775011;0.07182969;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.019959232;0.561701548;;;;;;;;
2030;sc01;01-02 10:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.066639094;0.213508275;0.302311796;0.213508275;0.620456906;0.302311796;0.302311796;0.302311796;0.213508275;0.116701863;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.066639094;0.525614861;;;;;;;;
2030;sc01;01-02 11:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.108621797;0.343521694;0.44739182;0.343521694;0.644340602;0.44739182;0.44739182;0.44739182;0.343521694;0.154548565;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.108621797;0.490266254;;;;;;;;
2030;sc01;01-02 12:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12917556;0.415685105;0.546235922;0.415685105;0.611111111;0.546235922;0.546235922;0.546235922;0.415685105;0.122116961;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.12917556;0.452388854;;;;;;;;
2030;sc01;01-02 13:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.114652034;0.409422991;0.566241849;0.409422991;0.563343718;0.566241849;0.566241849;0.566241849;0.409422991;0.097813905;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.114652034;0.380344272;;;;;;;;
2030;sc01;01-02 14:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.091070228;0.346652751;0.561796088;0.346652751;0.300623053;0.561796088;0.561796088;0.561796088;0.346652751;0.05117799;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.091070228;0.31695356;;;;;;;;
2030;sc01;01-02 15:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.046794337;0.224243328;0.5410492;0.224243328;0.111111111;0.5410492;0.5410492;0.5410492;0.224243328;0.01548435;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.046794337;0.253840248;;;;;;;;
2030;sc01;01-02 16:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.006513984;0.082302072;0.432128038;0.082302072;0.01298027;0.432128038;0.432128038;0.432128038;0.082302072;0.001852223;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.006513984;0.213401858;;;;;;;;
2030;sc01;01-02 17:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017742657;0.19813278;0.017742657;0;0.19813278;0.19813278;0.19813278;0.017742657;0;0;0;0;0;0;0;0;0;0;0;0.186731889;;;;;;;;
2030;sc01;01-02 18:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.036603438;0;0;0.036603438;0.036603438;0.036603438;0;0;0;0;0;0;0;0;0;0;0;0;0.154531269;;;;;;;;
2030;sc01;01-02 19:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.006816835;0;0.000519211;0.006816835;0.006816835;0.006816835;0;0;0;0;0;0;0;0;0;0;0;0;0.12646935;;;;;;;;
2030;sc01;01-02 20:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.006668643;0;0;0.006668643;0.006668643;0.006668643;0;0;0;0;0;0;0;0;0;0;0;0;0.11061548;;;;;;;;
2030;sc01;01-02 21:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.006075874;0;0;0.006075874;0.006075874;0.006075874;0;0;0;0;0;0;0;0;0;0;0;0;0.104683591;;;;;;;;
2030;sc01;01-02 22:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.005186722;0;0;0.005186722;0.005186722;0.005186722;0;0;0;0;0;0;0;0;0;0;0;0;0.107341176;;;;;;;;
2030;sc01;01-02 23:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.004593954;0;0;0.004593954;0.004593954;0.004593954;0;0;0;0;0;0;0;0;0;0;0;0;0.119717647;;;;;;;;
2030;sc01;01-03 00:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.004593954;0;0;0.004593954;0.004593954;0.004593954;0;0;0;0;0;0;0;0;0;0;0;0;0.119177709;;;;;;;;
2030;sc01;01-03 01:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.004593954;0;0;0.004593954;0.004593954;0.004593954;0;0;0;0;0;0;0;0;0;0;0;0;0.115128173;;;;;;;;
2030;sc01;01-03 02:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.004593954;0;0;0.004593954;0.004593954;0.004593954;0;0;0;0;0;0;0;0;0;0;0;0;0.131633437;;;;;;;;
2030;sc01;01-03 03:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.003408417;0;0;0.003408417;0.003408417;0.003408417;0;0;0;0;0;0;0;0;0;0;0;0;0.141339938;;;;;;;;
2030;sc01;01-03 04:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002222881;0;0.000519211;0.002222881;0.002222881;0.002222881;0;0;0;0;0;0;0;0;0;0;0;0;0.145912074;;;;;;;;
2030;sc01;01-03 05:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002222881;0;0.001038422;0.002222881;0.002222881;0.002222881;0;0;0;0;0;0;0;0;0;0;0;0;0.148975851;;;;;;;;
2030;sc01;01-03 06:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002222881;0;0.002076843;0.002222881;0.002222881;0.002222881;0;0;0;0;0;0;0;0;0;0;0;0;0.156376471;;;;;;;;
2030;sc01;01-03 07:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002074689;0;0.01298027;0.002074689;0.002074689;0.002074689;0;0.001386218;0;0;0;0;0;0;0;0;0;0;0.163217337;;;;;;;;
2030;sc01;01-03 08:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.58E-05;0.021768302;0.004890338;0.021768302;0.041536864;0.004890338;0.004890338;0.004890338;0.021768302;0.013679318;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;2.58E-05;0.148302167;;;;;;;;
2030;sc01;01-03 09:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.019593651;0.118681974;0.097213989;0.118681974;0.096053998;0.097213989;0.097213989;0.097213989;0.118681974;0.045078631;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.019593651;0.122939938;;;;;;;;
2030;sc01;01-03 10:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.063710755;0.311167437;0.265708358;0.311167437;0.138629283;0.265708358;0.265708358;0.265708358;0.311167437;0.059731251;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.063710755;0.094362848;;;;;;;;
2030;sc01;01-03 11:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.110789433;0.468316684;0.397747481;0.468316684;0.163032191;0.397747481;0.397747481;0.397747481;0.468316684;0.059920012;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.110789433;0.076804954;;;;;;;;
2030;sc01;01-03 12:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.136575801;0.544953034;0.493479549;0.544953034;0.178608515;0.493479549;0.493479549;0.493479549;0.544953034;0.051590906;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.136575801;0.064933746;;;;;;;;
2030;sc01;01-03 13:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.149965658;0.542865663;0.505483106;0.542865663;0.145379024;0.505483106;0.505483106;0.505483106;0.542865663;0.048051626;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.149965658;0.062682353;;;;;;;;
2030;sc01;01-03 14:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.109338188;0.460414492;0.49925904;0.460414492;0.09761163;0.49925904;0.49925904;0.49925904;0.460414492;0.035959086;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.109338188;0.065550464;;;;;;;;
2030;sc01;01-03 15:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.057927933;0.292082898;0.463100178;0.292082898;0.033748702;0.463100178;0.463100178;0.463100178;0.292082898;0.010824298;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.057927933;0.079692879;;;;;;;;
2030;sc01;01-03 16:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.008360352;0.100492023;0.365737996;0.100492023;0.002596054;0.365737996;0.365737996;0.365737996;0.100492023;0.001893515;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.008360352;0.108274923;;;;;;;;
2030;sc01;01-03 17:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017891755;0.170272673;0.017891755;0;0.170272673;0.170272673;0.170272673;0.017891755;0;0;0;0;0;0;0;0;0;0;0;0.145751084;;;;;;;;
2030;sc01;01-03 18:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.032009484;0;0;0.032009484;0.032009484;0.032009484;0;0;0;0;0;0;0;0;0;0;0;0;0.202360372;;;;;;;;
2030;sc01;01-03 19:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.005483106;0;0.001038422;0.005483106;0.005483106;0.005483106;0;0;0;0;0;0;0;0;0;0;0;0;0.232282353;;;;;;;;
2030;sc01;01-03 20:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00503853;0;0;0.00503853;0.00503853;0.00503853;0;0;0;0;0;0;0;0;0;0;0;0;0.27913808;;;;;;;;
2030;sc01;01-03 21:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00503853;0;0;0.00503853;0.00503853;0.00503853;0;0;0;0;0;0;0;0;0;0;0;0;0.350065635;;;;;;;;
2030;sc01;01-03 22:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00503853;0;0;0.00503853;0.00503853;0.00503853;0;0;0;0;0;0;0;0;0;0;0;0;0.409897214;;;;;;;;
2030;sc01;01-03 23:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00503853;0;0.001038422;0.00503853;0.00503853;0.00503853;0;0;0;0;0;0;0;0;0;0;0;0;0.467834056;;;;;;;;
2030;sc01;01-04 00:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.004742146;0;0.001038422;0.004742146;0.004742146;0.004742146;0;0;0;0;0;0;0;0;0;0;0;0;0.531811765;;;;;;;;
2030;sc01;01-04 01:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.003704801;0;0;0.003704801;0.003704801;0.003704801;0;0;0;0;0;0;0;0;0;0;0;0;0.583546749;;;;;;;;
2030;sc01;01-04 02:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002371073;0;0.000519211;0.002371073;0.002371073;0.002371073;0;0;0;0;0;0;0;0;0;0;0;0;0.632708359;;;;;;;;
2030;sc01;01-04 03:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002371073;0;0.001038422;0.002371073;0.002371073;0.002371073;0;0;0;0;0;0;0;0;0;0;0;0;0.655668111;;;;;;;;
2030;sc01;01-04 04:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002371073;0;0;0.002371073;0.002371073;0.002371073;0;0;0;0;0;0;0;0;0;0;0;0;0.661466254;;;;;;;;
2030;sc01;01-04 05:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002519265;0;0;0.002519265;0.002519265;0.002519265;0;0;0;0;0;0;0;0;0;0;0;0;0.656859443;;;;;;;;
2030;sc01;01-04 06:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002371073;0;0.000519211;0.002371073;0.002371073;0.002371073;0;0;0;0;0;0;0;0;0;0;0;0;0.621109598;;;;;;;;
2030;sc01;01-04 07:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.002519265;0;0.04517134;0.002519265;0.002519265;0.002519265;0;0.001403914;0;0;0;0;0;0;0;0;0;0;0.544497833;;;;;;;;
2030;sc01;01-04 08:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.43E-05;0.021022812;0.004593954;0.021022812;0.122014538;0.004593954;0.004593954;0.004593954;0.021022812;0.007703833;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;4.43E-05;0.521763467;;;;;;;;
2030;sc01;01-04 09:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.020623924;0.09199344;0.090100771;0.09199344;0.164589823;0.090100771;0.090100771;0.090100771;0.09199344;0.027600486;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.020623924;0.491878638;;;;;;;;
2030;sc01;01-04 10:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.060294976;0.236767556;0.26437463;0.236767556;0.209241952;0.26437463;0.26437463;0.26437463;0.236767556;0.040819697;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.060294976;0.54516904;;;;;;;;
2030;sc01;01-04 11:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.082536318;0.37811242;0.39700652;0.37811242;0.265835929;0.39700652;0.39700652;0.39700652;0.37811242;0.042489058;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.082536318;0.576148607;;;;;;;;
2030;sc01;01-04 12:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.062355522;0.438497093;0.504445762;0.438497093;0.248182762;0.504445762;0.504445762;0.504445762;0.438497093;0.033847315;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.062355522;0.649857585;;;;;;;;
2030;sc01;01-04 13:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.042621546;0.445802893;0.547866034;0.445802893;0.200415369;0.547866034;0.547866034;0.547866034;0.445802893;0.033269233;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.042621546;0.680173375;;;;;;;;
2030;sc01;01-04 14:00:00+01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.027422249;0.357686;0.539122703;0.357686;0.127725857;0.539122703;0.539122703;0.539122703;0.357686;0.017371967;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.027422249;0.706513932;;;;;;;;
