;;;N_101;N_102;N_103;N_104;N_105;N_106;N_107;N_108;N_109;N_110;N_111;N_112;N_113;N_114;N_115;N_116;N_117;N_118;N_119;N_120;N_121;N_122;N_123;N_124
2030;sc01;01-02 07:00:00+01:00;46.46933172;54.35535311;132.3507951;29.7124951;36.09647696;45.92078243;45.29559075;31.36216249;124.1616429;61.39471553;0;0;119.4638598;77.0442709;225.8852371;73.3499501;0;182.924905;109.8193966;72.7275433;0;0;0;0
2030;sc01;01-02 08:00:00+01:00;62.19451588;56.89635531;139.1971369;37.1516775;43.02330626;60.77326818;58.37528875;49.79003306;132.7336096;72.83985482;0;0;139.845614;76.0338541;236.1303925;76.9740778;0;227.8384032;125.5569783;82.30909427;0;0;0;0
2030;sc01;01-02 09:00:00+01:00;74.91119922;59.21640092;142.5452566;41.97090153;46.71761518;69.74387401;70.50774663;77.87173446;133.2281463;81.61052835;0;0;148.8091229;0;234.1487931;77.5174477;0;251.8602663;135.0711857;87.89436493;0;0;0;0
2030;sc01;01-02 10:00:00+01:00;82.35476701;63.52505692;144.1901299;45.6188446;47.64119241;70.35349088;78.25435338;103.160611;129.4696685;83.57704719;0;0;161.3803508;0;233.267723;79.002991;0;254.4980988;137.8481026;92.13762317;0;0;0;0
2030;sc01;01-02 11:00:00+01:00;83.02332276;67.39179954;145.7849689;46.35942202;48.7186992;70.60103237;82.17956038;111.9210106;126.0738509;83.1837435;0;0;171.5340352;0;230.6821493;77.6171486;0;259.4572244;143.8847769;95.63399667;0;0;0;0
2030;sc01;01-02 12:00:00+01:00;80.64571259;68.82801821;148.7453238;47.31279022;47.87208675;69.6515077;80.917655;117.7214932;123.568199;81.33521585;0;0;175.0301754;0;229.1631462;78.2652044;0;256.9249049;145.2092415;96.44039424;0;0;0;0
2030;sc01;01-02 13:00:00+01:00;79.92536728;67.94419136;146.6063631;43.10004341;45.02439021;66.58864436;80.78140813;116.0573924;121.359269;77.55949988;0;0;171.9803508;0;228.4399712;78.2652044;0;256.8193915;149.2554727;93.89324902;0;0;0;0
2030;sc01;01-02 14:00:00+01:00;76.22947822;68.0546697;142.9559537;45.63595636;42.36910566;67.42363486;79.973659;110.4512822;121.5241146;79.17204516;0;0;169.0421053;0;231.8734651;80.6979063;0;255.3070341;143.596129;89.21852339;0;0;0;0
2030;sc01;01-02 15:00:00+01:00;71.56842059;67.83371301;139.2951206;44.27842518;41.44552843;69.00124968;81.93626238;112.2551949;126.8321402;89.86990721;0;0;168.7445615;0;239.3460446;82.8564307;0;257.9096958;143.7529814;89.44467174;0;0;0;0
2030;sc01;01-02 16:00:00+01:00;68.94598716;73.79954446;138.9448813;45.98179973;46.83306232;74.5764738;87.42182025;107.4027041;137.6130369;111.2656313;0;0;174.3978947;0;242.4488485;84.5164506;0;272.0133081;153.9935992;92.2298679;0;0;0;0
2030;sc01;01-02 17:00:00+01:00;70.2407254;77.00341683;145.6953244;50.85270817;53.83685639;85.59391472;91.41190663;108.1597336;144.2398267;115.4346512;0;0;198.0898246;0;240.0979803;84.9401795;0;302.6825095;152.9822257;104.049098;0;0;0;0
2030;sc01;01-02 18:00:00+01:00;79.87357771;76.56150345;153.8050289;51.55580266;53.45203249;85.88579194;90.43222688;120.9780839;142.1298041;114.0187575;0;0;198.9452631;0;236.2330761;82.9411765;0;272.1539922;149.2401191;103.7426074;0;0;0;0
2030;sc01;01-02 19:00:00+01:00;82.93386809;73.79954446;155.0871544;50.4336452;53.52899727;83.56185821;90.02024238;139.2184022;134.7776941;108.8271481;0;0;187.1922807;0;234.1481002;79.7258225;0;251.3326997;148.0484325;97.49972109;0;0;0;0
2030;sc01;01-02 20:00:00+01:00;84.81241555;72.03189067;148.2366431;47.19021433;51.22005419;74.55061122;89.36495988;146.4511029;127.0629239;96.39874959;0;0;164.4673684;0;229.5430415;77.7367896;0;226.2557035;140.5118941;87.03143014;0;0;0;0
2030;sc01;01-02 21:00:00+01:00;83.19752384;67.39179954;141.8802192;42.15715176;49.83468835;63.83243681;84.713103;146.8432577;121.2273927;80.43061728;0;0;146.205614;0;224.0973391;73.9730808;0;198.8574145;124.9624863;78.21759347;0;0;0;0
2030;sc01;01-02 22:00:00+01:00;73.08914947;61.75740322;143.279091;36.91886477;43.63902437;51.36669381;79.60060213;135.5423762;109.8200829;65.13110117;0;0;152.1936841;0;216.4995525;69.3469591;0;168.0123575;106.1705172;72.31988096;0;0;0;0
2030;sc01;01-02 23:00:00+01:00;58.96473257;54.13439632;145.5973407;28.87169185;35.17289973;38.71252376;75.8635455;118.9593388;96.43462693;53.84328359;0;0;152.9375439;0;204.3751349;65.4735793;0;140.8602661;89.251321;59.46810483;0;0;0;0
2030;sc01;01-03 00:00:00+01:00;46.54466194;46.73234621;141.1046896;22.87792747;25.62926831;28.07193694;65.60934788;93.48972996;87.23624718;45.8198871;0;0;131.2168422;0;199.9487622;62.0388833;0;120.6720532;76.3525618;49.46401344;0;0;0;0
2030;sc01;01-03 01:00:00+01:00;35.30633422;42.6446469;136.3243419;21.92234749;19.47208675;20.87845698;52.72104425;69.92633506;82.88432548;41.88684962;0;0;113.5501754;0;196.0850131;60.0697906;0;106.2870722;67.9274786;45.65519808;0;0;0;0
2030;sc01;01-03 02:00:00+01:00;29.41174422;40.76651485;133.7976164;19.70655209;16.1626016;17.10622117;43.81958325;54.94260763;81.82931418;41.25756356;0;0;102.8385964;0;193.6076673;58.7238285;0;96.08745236;65.14159538;44.00074394;0;0;0;0
2030;sc01;01-03 03:00:00+01:00;26.47386547;40.21412304;128.8838443;18.09036597;14.58482383;15.94610159;38.41836863;45.5888606;82.12603613;43.38140372;0;0;93.31719302;0;193.849072;58.9581256;0;92.28897331;65.05070188;43.34312819;0;0;0;0
2030;sc01;01-03 04:00:00+01:00;25.99834342;41.6503417;127.7017871;18.31712558;15.85474254;17.28725893;36.16380763;41.80371319;86.60983415;50.02823729;0;0;96.03228073;0;196.759907;59.5613161;0;94.71577941;69.39847809;44.97972851;0;0;0;0
2030;sc01;01-03 05:00:00+01:00;28.86089195;45.84851936;133.0533581;22.26330182;20.12628729;22.34892692;38.94389225;41.16944529;101.248116;67.33360218;0;0;109.1242106;0;202.5941674;62.77667;0;110.3317491;79.27859296;52.64199373;0;0;0;0
2030;sc01;01-03 06:00:00+01:00;39.99564065;53.02961278;142.4973073;31.94295773;32.55609754;37.0092909;45.980069;44.65109883;118.0623588;92.89834613;0;0;139.5852631;0;217.9882932;69.8654038;0;150.3916348;111.2233315;67.13632141;0;0;0;0
2030;sc01;01-03 07:00:00+01:00;57.04852;59.43735761;151.6493902;38.83957;41.52249321;54.14876394;58.91378813;56.51463731;133.162208;114.8446954;0;0;160.5621053;0;235.574468;77.6121635;0;203.2538024;133.3628808;82.28528922;0;0;0;0
2030;sc01;01-03 08:00:00+01:00;72.83961806;60.10022777;158.2559851;52.17694712;48.02601624;69.99511007;75.694859;82.9697484;140.4154106;130.8914886;0;0;187.0807017;0;238.3740722;81.5902293;0;248.4838404;142.8726664;91.84898637;0;0;0;0
2030;sc01;01-03 09:00:00+01:00;84.49226208;58.00113894;160.203148;57.56341948;51.98970186;78.92507475;86.52648375;111.7539185;139.228523;137.7743041;0;0;196.0070176;0;237.3374172;81.7347956;0;266.174905;149.8875504;97.21703552;0;0;0;0
2030;sc01;01-03 10:00:00+01:00;89.3651859;59.10592258;160.4032846;61.63193874;52.14363142;80.0778049;91.016142;129.1519563;137.8767898;139.5441711;0;0;202.4414036;0;236.291406;81.4506481;0;269.8326995;148.9054101;98.44597363;0;0;0;0
2030;sc01;01-03 11:00:00+01:00;89.26160688;58.44305242;160.1593681;63.03964111;52.72086718;78.31176317;92.79059513;132.1084633;134.9095704;138.6395724;0;0;207.9831578;0;235.7766015;80.4935194;0;267.0541825;152.4696605;102.1536173;0;0;0;0
2030;sc01;01-03 12:00:00+01:00;86.56855139;60.10022777;159.8299765;62.12026355;51.18157184;74.00010866;92.74842338;134.5739242;134.5798794;138.6789027;0;0;205.2680701;0;233.7576941;80.3539382;0;256.4325095;152.5972798;102.6565;0;0;0;0
2030;sc01;01-03 13:00:00+01:00;84.87362131;60.98405472;155.5603943;57.10000565;49.75772357;71.93849499;91.1978045;127.7504288;133.5248681;134.0379185;0;0;202.0694737;0;231.8694224;79.6510469;0;254.4629277;155.0769507;98.95778317;0;0;0;0
2030;sc01;01-03 14:00:00+01:00;80.2784777;64.40888386;151.0052004;57.40475756;47.37181571;73.86710134;89.75748063;121.6941929;134.744725;133.0153287;0;0;196.7880701;0;231.8549843;79.44666;0;256.573194;152.5230912;95.84824256;0;0;0;0
2030;sc01;01-03 15:00:00+01:00;76.12589909;66.06605922;146.8773815;56.13895463;46.101897;75.36343386;89.7639685;125.0292147;138.5032028;138.5609117;0;0;197.271579;0;231.6630155;80.3090728;0;260.4771864;151.9961549;93.90515162;0;0;0;0
2030;sc01;01-03 16:00:00+01:00;74.8170365;74.02050115;146.6772449;55.69521348;51.64336045;81.04580272;96.92990425;121.5305109;145.8553128;157.1641791;0;0;199.391579;0;234.5237214;84.5962114;0;272.7167299;163.5192298;97.27357261;0;0;0;0
2030;sc01;01-03 17:00:00+01:00;76.73795723;78.77107062;154.6472707;60.99170369;58.60867211;92.05585435;105.1663509;122.0351972;151.7897514;158.5800727;0;0;218.8063159;0;233.6181643;84.3768694;0;302.0142584;164.0265134;106.8700019;0;0;0;0
2030;sc01;01-03 18:00:00+01:00;84.96307598;78.55011393;163.3386224;61.09646941;58.53170732;92.48812818;104.1055719;134.3147609;149.152223;154.7650262;0;0;218.0252631;0;231.2246748;82.2632104;0;275.0028519;159.4087591;106.7182444;0;0;0;0
2030;sc01;01-03 19:00:00+01:00;87.86799778;75.6776765;164.020338;59.8858431;59.18590786;90.04966042;104.082864;153.3291589;142.6243406;147.8428801;0;0;203.2596492;0;227.7430153;78.110668;0;256.221483;157.0271059;100.5259438;0;0;0;0
2030;sc01;01-03 20:00:00+01:00;89.18627666;71.81093398;157.2407084;54.47294653;56.45365852;80.42140727;101.6401526;160.2379054;135.4370761;134.0772488;0;0;182.9522807;0;222.7587546;75.7477567;0;233.8878327;148.1430108;89.81365069;0;0;0;0
2030;sc01;01-03 21:00:00+01:00;87.24652344;66.61845104;150.2213317;45.37834904;54.4525745;69.40766093;97.3808165;156.8994736;130.0631122;114.0974184;0;0;162.7936841;0;217.0361875;70.8125623;0;203.7110267;130.6567134;81.43723264;0;0;0;0
2030;sc01;01-03 22:00:00+01:00;76.54492354;60.65261959;151.2199303;40.92394257;48.37235772;56.02933984;91.81740325;145.2166674;118.0953279;97.06736579;0;0;167.7775439;0;209.9701849;66.4705882;0;172.7956274;113.6387627;74.55458432;0;0;0;0
2030;sc01;01-03 23:00:00+01:00;62.58529141;53.25056947;152.9982279;32.77537974;38.02059621;43.40103237;87.17527838;128.8859729;104.5779956;85.03227116;0;0;165.9550877;0;199.7831284;60.9371884;0;145.538023;97.42448189;64.84508096;0;0;0;0
2030;sc01;01-04 00:00:00+01:00;49.5672872;45.51708432;148.5576956;26.90756705;28.59241192;32.84542242;80.88197125;101.636322;95.18180105;76.57624046;0;0;145.6849123;0;194.9044388;57.2781655;0;124.40019;83.84451344;54.82016;0;0;0;0
2030;sc01;01-04 01:00:00+01:00;38.6349885;41.31890657;144.1067396;26.25150067;22.39674793;26.29111649;68.11693875;76.04395171;90.8958176;72.39856806;0;0;129.1712279;0;188.7113056;56.4207378;0;109.2414449;75.91934409;47.19955366;0;0;0;0
2030;sc01;01-04 02:00:00+01:00;32.80631242;39.33029609;141.6592348;24.12359211;19.27967477;22.85139905;50.87197988;61.94683517;89.90674455;70.12605893;0;0;116.0049123;0;187.1002453;55.5333998;0;99.2528518;72.11680559;45.52427008;0;0;0;0
2030;sc01;01-04 03:00:00+01:00;29.84489302;38.88838271;137.1394818;22.79283442;18.20216804;20.90431942;44.93226588;53.16938534;91.7200452;73.39048002;0;0;108.6407017;0;186.6778444;54.9202393;0;96.33365025;72.2486011;45.67007629;0;0;0;0
2030;sc01;01-04 04:00:00+01:00;29.23754303;40.32460138;135.5759141;23.71360888;19.16422763;21.62477588;52.52964988;48.5692379;97.19291628;79.80133122;0;0;110.0540352;0;187.7859971;54.4217348;0;99.18250954;75.68228423;47.94941414;0;0;0;0
2030;sc01;01-04 05:00:00+01:00;31.76581363;44.30182235;140.6752295;28.24961618;23.55121951;27.31453403;48.711494;47.25637138;111.0729088;94.55022194;0;0;121.1003508;0;193.5009407;56.3409771;0;115.2205325;85.7479936;54.02864051;0;0;0;0
2030;sc01;01-04 06:00:00+01:00;42.71694494;52.03530749;149.3269709;35.70195246;34.98048782;39.95023093;64.1073885;50.18900804;127.5574605;116.6932231;0;0;148.474386;0;209.6921648;65.7228315;0;153.2404944;116.4633372;69.47517197;0;0;0;0
2030;sc01;01-04 07:00:00+01:00;59.83573831;59.98974943;159.0669554;44.32498775;43.90840106;57.97272476;68.16559838;62.76524545;142.1957423;135.9320693;0;0;172.2778947;0;224.1744962;72.2582253;0;204.0275665;141.7841563;86.60888973;0;0;0;0
2030;sc01;01-04 08:00:00+01:00;74.5486726;64.62984055;165.5505495;52.44747558;50.33495932;75.30431942;84.949913;88.62700911;149.0203467;148.4328359;0;0;196.6021053;0;229.3508415;76.3559322;0;248.4838404;149.2543673;96.08034214;0;0;0;0
2030;sc01;01-04 09:00:00+01:00;86.81337464;67.83371301;167.9250877;58.04662231;53.95230353;85.6899756;94.66236738;117.2611375;147.9653354;152.2478822;0;0;203.2224561;0;225.5120413;76.221336;0;272.8222433;154.0104268;101.4960015;0;0;0;0
2030;sc01;01-04 10:00:00+01:00;92.23715074;68.93849655;168.1690043;59.8601173;53.9138211;87.8772073;99.927335;134.7103258;145.8553128;149.2981041;0;0;208.5782455;153.078125;223.2390235;76.7048853;0;283.725285;154.6325555;103.7842664;0;0;0;0
2030;sc01;01-04 11:00:00+01:00;91.55917868;67.61275623;167.708273;60.89950983;54.9913279;88.62722091;101.2249241;137.9532765;141.4044839;147.8035498;0;0;215.8680701;150.8046875;220.8930064;74.9302094;0;287.8403042;158.3677837;106.2361912;0;0;0;0
2030;sc01;01-04 12:00:00+01:00;88.00453375;66.83940772;166.3781981;59.94474473;53.72140919;82.19853301;98.63947788;139.4775655;140.2175961;146.466317;0;0;211.7024561;159.6458334;219.0501285;73.2552343;0;287.031369;158.5290582;107.6406918;0;0;0;0
2030;sc01;01-04 13:00:00+01:00;85.89528749;68.71753986;161.4936125;57.09150801;51.18157184;76.80434665;95.60311938;132.3437562;137.4811604;141.5106898;0;0;212.4091229;161.6666666;215.2940294;72.1934197;0;286.0817489;160.8268193;105.01618;0;0;0;0
2030;sc01;01-04 14:00:00+01:00;79.75116608;69.60136671;156.6277898;60.15462546;48.56476964;77.54697098;93.40370588;126.8501774;137.1844387;140.6454215;0;0;206.9417545;155.8567709;213.5978423;70.2891326;0;280.1026616;157.1417053;100.6568718;0;0;0;0
2030;sc01;01-04 15:00:00+01:00;75.16543878;70.595672;152.0621721;59.66467101;47.71815719;78.59255638;94.83105388;129.8373749;139.9868124;145.5617184;0;0;204.9705263;0;217.2182232;70.9371884;0;278.555133;156.10638;99.75227827;0;0;0;0
2030;sc01;01-04 16:00:00+01:00;73.03735991;75.6776765;151.1573875;59.05935782;52.72086718;83.85743;103.5151689;126.819487;148.8884702;164.9515934;0;0;208.0947369;0;214.8420594;73.0907278;0;287.6996197;166.3831095;103.5789473;0;0;0;0
2030;sc01;01-04 17:00:00+01:00;74.23793543;78.66059228;158.0954587;64.74476169;60.34037943;94.92290136;110.5675655;123.5322059;155.5152599;167.3114159;0;0;225.5010525;0;212.8420949;73.5393819;0;302.4011408;164.5462026;108.6286033;0;0;0;0
2030;sc01;01-04 18:00:00+01:00;83.4705959;77.55580864;165.7423472;63.63738787;59.76314361;95.1298017;110.973062;131.5901368;152.976639;161.7658329;0;0;221.1866668;0;213.3586322;71.4556331;0;273.6311786;158.3709773;106.5575599;0;0;0;0
2030;sc01;01-04 19:00:00+01:00;86.80866649;74.24145784;165.3733453;61.51553237;59.45528455;92.2553654;111.1449926;148.9233838;145.3607762;153.2704719;0;0;199.6147369;0;209.6571671;68.0757727;0;251.4382128;155.7262245;99.14524826;0;0;0;0
2030;sc01;01-04 20:00:00+01:00;87.01582453;70.26423687;158.4331893;53.19550295;56.29972903;82.5864711;107.3982041;154.6011048;137.4481915;139.0328763;0;0;175.4764913;0;203.3134154;65.2991027;0;225.9039925;147.6406404;85.70727168;0;0;0;0
2030;sc01;01-04 21:00:00+01:00;84.50638654;65.62414575;152.6771754;47.66317341;54.64498642;71.08133663;102.4965614;151.5218363;132.7006406;118.2271077;0;0;153.7185964;0;196.2591941;61.7248255;0;195.6920151;132.1853198;77.3963177;0;0;0;0
2030;sc01;01-04 22:00:00+01:00;75.55621432;60.32118455;153.1358219;43.12332469;48.33387537;58.41608258;97.11805463;140.6983609;123.1725696;101.7083502;0;0;157.8098246;0;192.0718007;57.2831505;0;167.3441064;114.4727713;72.90013018;0;0;0;0
2030;sc01;01-04 23:00:00+01:00;64.10131214;53.5820046;155.2685283;35.28102699;39.44444448;46.61537632;96.368697;125.697583;110.512434;88.96530864;0;0;157.3635087;0;183.8966059;54.5014955;0;145.924905;100.3250874;60.61074944;0;0;0;0
2030;sc01;01-05 00:00:00+01:00;53.24905181;46.73234621;149.1935465;28.93699582;30.51653116;33.40331428;85.34567775;104.0710925;102.0064054;78.42476811;0;0;137.725614;0;180.1658025;52.5872383;0;125.5960076;87.04654136;52.02901248;0;0;0;0
2030;sc01;01-05 01:00:00+01:00;42.17080082;42.53416855;144.2505877;27.62043969;24.59024387;26.31697906;74.59839613;81.28177713;97.91823668;73.9017749;0;0;120.6540352;0;175.7848232;50.3788634;0;108.256654;77.73217656;46.09559232;0;0;0;0
2030;sc01;01-05 02:00:00+01:00;34.16225641;40.21412304;141.092181;25.16123854;20.28021678;21.44004341;56.8538655;65.03974398;95.21477018;72.09257757;0;0;106.7066668;0;172.7786966;49.112662;0;99.00665391;72.2253864;42.71229312;0;0;0;0
2030;sc01;01-05 03:00:00+01:00;29.95788834;39.21981775;134.8087235;23.52037423;19.35663955;20.76022823;56.77925413;52.79769068;95.37961563;73.50847121;0;0;98.85894748;0;171.6424764;49.3918245;0;90.63593168;70.45480712;41.18876698;0;0;0;0
2030;sc01;01-05 04:00:00+01:00;28.53132217;39.77220956;131.7649784;23.57264073;19.70298103;20.63830478;49.47707163;47.67580668;97.68745298;77.12686566;0;0;90.93684218;0;172.4413072;50.1395813;0;88.77186328;72.38973151;43.5216663;0;0;0;0
2030;sc01;01-05 05:00:00+01:00;27.9616374;41.53986336;133.0596124;26.1623334;22.2813008;23.75289327;57.08094363;45.1114546;102.2371891;84.00968141;0;0;90.41614023;0;175.075393;51.111665;0;93.06273777;73.65388709;43.06341824;0;0;0;0
2030;sc01;01-05 06:00:00+01:00;30.692358;44.52277903;136.6078687;30.03133216;29.32357723;31.80353159;53.73965175;44.91708215;111.4025999;97.30334816;0;0;93.01964916;108.6197916;178.8804657;53.3798604;0;107.4477187;85.7461512;45.00650918;0;0;0;0
