,Month,Demand_0,Demand_1,Demand_10,Demand_11,Demand_12,Demand_13,Demand_14,Demand_15,Demand_16,Demand_17,Demand_18,Demand_19,Demand_2,Demand_20,Demand_21,Demand_22,Demand_23,Demand_3,Demand_4,Demand_5,Demand_6,Demand_7,Demand_8,Demand_9,Hydro_0,Hydro_1,Hydro_10,Hydro_11,Hydro_12,Hydro_13,Hydro_14,Hydro_15,Hydro_16,Hydro_17,Hydro_18,Hydro_19,Hydro_2,Hydro_20,Hydro_21,Hydro_22,Hydro_23,Hydro_3,Hydro_4,Hydro_5,Hydro_6,Hydro_7,Hydro_8,Hydro_9,Solar_0,Solar_1,Solar_10,Solar_11,Solar_12,Solar_13,Solar_14,Solar_15,Solar_16,Solar_17,Solar_18,Solar_19,Solar_2,Solar_20,Solar_21,Solar_22,Solar_23,Solar_3,Solar_4,Solar_5,Solar_6,Solar_7,Solar_8,Solar_9,Wind_0,Wind_1,Wind_10,Wind_11,Wind_12,Wind_13,Wind_14,Wind_15,Wind_16,Wind_17,Wind_18,Wind_19,Wind_2,Wind_20,Wind_21,Wind_22,Wind_23,Wind_3,Wind_4,Wind_5,Wind_6,Wind_7,Wind_8,Wind_9,0,1,2,3,4,5,6,7,8,Component 1,Component 2,Component 3,Segment K-medoids PCA
10,1,1051.631907,1029.816616,1396.470197,1381.187731,1378.35078,1370.863328,1377.84938,1408.42255,1441.000553,1455.990548,1413.867494,1357.120606,1015.271856,1290.862993,1228.421528,1159.567439,1093.342091,1023.774296,1078.631587,1189.43229,1297.464493,1365.344349,1387.169343,1401.373631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.051725,59.0604,66.5743,69.8757,67.88845,59.224225,37.934825,10.2454,0.1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043025,0.8661,16.484525,140.920575,140.472175,198.2858,186.18795,175.128575,167.652375,155.5703,142.70555,135.005275,125.976425,123.171725,116.3335,151.606825,110.2303,100.9032,90.6691,91.578975,165.65245,180.980075,192.952125,194.212125,202.3392,209.49255,206.46595,8.725902081978838,-5.9840614913182515,-1.179391874015235,0.6374006714437991,0.3320256299860114,-1.6528844021229665,0.2492500792382613,-0.12387322618725712,-0.16337625875895115,1.8809447572455071,0.7490664230201703,0.2996753235639986,7
11,1,1057.379249,1032.669923,1382.676421,1361.992744,1346.516563,1333.069588,1335.229368,1364.922196,1406.539134,1416.115333,1371.128746,1313.205471,1019.338358,1248.879994,1199.226452,1139.078271,1074.34871,1027.125206,1083.925306,1194.11312,1300.215619,1362.298071,1380.778981,1391.453312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.128275,56.777425,65.370525,68.19555,64.1702,51.552975,28.688825,6.864925,0.06895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03955,0.621525,13.433575,95.14175,98.302175,156.299725,150.33745,152.988825,161.49765,161.19305,158.260075,148.463075,150.88795,168.465625,180.510375,104.344,186.856525,191.528475,198.604325,202.9453,117.31285,125.138575,128.374975,136.6175,145.7218,155.575325,159.2672,8.045482940145904,-5.596186783098147,-0.6205970644163971,-0.46571378312145706,-0.7272517172168991,1.2013520199668606,-0.30838058235130317,0.026321683000758142,-0.5141029180735065,0.2963491294275763,0.5647297166285463,0.19352528852163725,7
12,1,1033.662523,1004.917794,1198.243407,1188.35791,1159.952511,1142.308584,1138.053877,1178.144896,1233.367206,1263.259011,1234.466728,1192.016307,979.3121671,1150.415551,1111.164047,1063.808602,1009.519153,967.2812353,970.7824016,1012.643165,1070.921977,1122.864583,1169.18176,1197.487137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.542625,57.154175,66.195,68.378125,64.982225,54.389225,34.5134,8.9906,0.104075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,0.54365,13.644875,199.2072,190.450225,157.17035,140.9563,147.191425,157.094075,163.68385,159.729175,152.727775,142.6567,138.741975,139.94765,181.86685,143.11345,140.810825,140.651725,146.76085,172.54685,172.36635,170.892075,170.0866,169.196,172.476,171.6671,4.367040929218034,-1.6272657035150613,1.2222613072009816,0.09734607057888592,0.448460658010163,-1.2516637349991682,-0.1851599032921011,0.41459072563120347,0.3047835628080741,-0.11384759269198087,0.44118717962409315,-0.5965771913329128,79
13,1,976.542973,947.4018788,1095.051747,1092.438195,1071.636899,1055.378512,1053.50686,1098.11649,1175.438271,1223.369078,1217.642906,1193.222974,922.236249,1160.340115,1120.974367,1066.691047,1013.229472,907.8026303,900.6386739,918.0580852,945.2938225,982.8756548,1031.729369,1077.507221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.484475,49.177575,59.594125,63.480475,61.1576,51.945325,34.2018,8.83525,0.09355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.534225,10.94035,153.251575,165.061975,109.75365,107.5157,117.079725,127.808275,133.268225,138.418275,137.526875,135.44745,145.269725,157.719675,168.791575,172.24585,188.610975,196.89655,204.34885,167.075075,168.33685,154.51685,134.350275,122.461475,118.400425,115.5487,2.2010724580932894,-0.6772923906073247,2.543057335874725,-0.6006750220235405,-0.27232890171156254,-0.20886278832884908,-0.4408592812171006,0.6372287222846331,0.22751947356525254,-0.9832189882933257,1.4637908893241038,0.3978009224203174,6
14,1,986.8892665,967.3091323,1385.041109,1368.680169,1359.207764,1345.560075,1346.98761,1383.370345,1429.762674,1448.295482,1405.468353,1351.669706,957.2483604,1284.98855,1220.936955,1150.253382,1084.662069,971.4138309,1040.515841,1169.054883,1286.993035,1359.031621,1380.615223,1392.625481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.979775,48.2039,53.695275,51.9643,45.7286,34.17595,18.295425,3.9469,0.047425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,0.86185,14.552575,208.9447,208.935675,226.3712,230.644975,239.1457,237.25555,243.55605,251.957575,253.2395,249.407975,248.0976,262.893775,206.607575,274.95825,295.309925,299.0966,279.56995,205.811625,199.77585,194.784475,198.805575,205.5522,218.595125,229.172675,11.416583099680059,-1.5118439922620797,0.5092126382217728,-1.011884001480807,-1.0181604823544315,1.2080969604333733,0.6896956467530705,-0.8213068785448021,-1.0521542579088523,-0.1374484722118065,1.3354602060279472,1.8103474303490275,44
15,1,1052.392247,1027.903317,1392.634316,1374.866516,1368.101828,1356.645489,1360.115582,1393.290912,1433.91582,1446.184571,1405.16166,1352.772752,1014.931906,1289.417241,1223.873655,1151.827971,1080.801642,1023.551691,1080.678141,1191.881016,1302.058753,1368.922083,1389.191972,1400.222063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.335175,43.790375,49.303325,52.227375,50.1429,41.741125,28.1361,8.6806,0.1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033475,0.304925,9.40695,260.06215,243.27135,234.7231,250.77455,273.36765,306.492025,333.24605,327.784825,300.2607,277.402825,243.312825,235.61375,227.88655,246.32295,237.743275,237.3699,236.72415,208.51565,216.09865,221.38595,213.608525,216.1209,225.8958,233.466075,12.68155062404282,-1.4571913254359694,0.03635852654638227,-0.4498637066189836,-1.2129669280976993,0.1124641323200495,0.4978347251631468,-0.6047680575256241,-0.43984286807028644,0.8050682257762357,0.023756646713407718,0.159829514000817,44
16,1,1046.212676,1022.096681,1393.371352,1376.845462,1369.348703,1359.594028,1363.497069,1398.301939,1438.397996,1453.355825,1415.062943,1358.916881,1009.400243,1293.172235,1227.364025,1154.292805,1085.836198,1019.847527,1077.770753,1187.136823,1297.000619,1366.004419,1388.797518,1398.952876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.536925,65.716275,73.947775,76.174125,72.622175,61.481725,39.512875,11.13155,0.116925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,1.073725,19.695275,237.0142,229.55255,133.784325,132.042875,138.608075,150.46555,161.601475,162.342375,153.79205,140.203725,136.34215,145.18945,213.890825,152.996025,155.3513,152.548425,158.43605,198.667425,190.691325,176.618125,162.96085,161.39135,155.67405,144.73345,8.738932792473742,-5.311392413206018,-2.0054611699998777,0.7062823610927822,0.5902657475185789,-1.4513762974586506,-0.0008055178909088656,0.17135522455648222,-0.19721758530625103,-0.3384721186329938,1.0949618037045799,0.6650639268294621,7
17,1,1051.440078,1028.651348,1402.078972,1387.478345,1380.21732,1368.349649,1364.93334,1385.968286,1414.875308,1427.542013,1383.664504,1325.465684,1011.981853,1257.003368,1192.44928,1122.478667,1060.236056,1019.167601,1076.143671,1187.203611,1292.970552,1361.77895,1386.675414,1404.90885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.114925,21.30645,21.669325,21.518825,17.9911,12.437875,6.329125,1.474925,0.022025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034525,0.885825,8.8258,161.3082,164.611275,124.748275,123.151775,124.008125,120.046275,117.639575,131.609125,157.72175,173.389475,177.715675,166.393925,169.10295,160.310725,149.443125,129.8023,118.369225,168.496675,161.926025,164.179275,162.268925,158.9651,151.6619,138.261975,9.18758028607377,-5.935474017807527,3.5197740943302556,-1.6064811667095003,-2.858769256993876,-1.1223615612483768,2.2631875702494213,-1.2171278135507204,-1.2730921424414925,-0.4662197479523732,-1.3696573562419208,0.6222940719419247,44
18,1,1026.078077,1000.986037,1359.021321,1339.233871,1325.240969,1309.962823,1305.102251,1335.249745,1379.324121,1396.469477,1353.098407,1295.718228,990.2333761,1234.801888,1181.78036,1118.117734,1054.031838,995.6321309,1052.423892,1162.690383,1268.535629,1334.761846,1355.629658,1366.52642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8125,38.9501,45.1547,46.874,46.5824,41.475875,29.815225,10.2408,0.2773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033675,0.3161,7.942,115.81735,117.8608,220.3946,214.667075,211.801425,207.37455,211.320575,201.5371,191.8171,178.67965,165.031,169.339175,119.013425,172.602025,170.9078,163.196775,149.48935,126.5191,152.050625,177.080275,194.472525,203.107,216.43555,231.21965,8.713376151078673,-3.6901392013880714,1.4563469850329724,-0.9753581630861713,-0.9603799919010871,0.1871790732750017,1.011596632258274,-0.8579679514194444,-0.6871338762512493,1.7383677940377154,0.06686167562445008,0.062169070543453,44
19,1,1015.224228,983.6454767,1204.935126,1193.637358,1167.407549,1147.191766,1140.840594,1171.843114,1224.36756,1260.858707,1234.256458,1191.941948,962.4807262,1151.863711,1111.798429,1063.322938,1010.910029,951.9914236,960.6304932,1004.145987,1063.215643,1121.623417,1169.986527,1202.404843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11005,37.7079,41.90915,41.382125,35.5965,28.39715,18.63795,4.944225,0.1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03795,0.89885,11.2911,142.11385,147.173825,83.61885,80.480225,87.486425,100.72465,107.0136,100.0813,92.588775,87.505775,74.408825,74.8978,152.662425,81.7266,87.3706,93.04795,101.22075,157.019275,150.069825,126.35355,112.264675,106.197675,104.92465,96.6967,2.73526356641671,-4.0811828170278766,4.035324881447065,-1.0432542661402164,-1.1028014675095954,-1.7413953631047923,1.2632737896351025,-0.23095776686821906,-0.3928713174883401,-0.3978211040354475,-0.5607984910347865,-0.09541170115666386,65
20,1,980.7055501,950.6768667,1105.12468,1104.888573,1084.735311,1071.277862,1070.456118,1108.585838,1178.790447,1228.912827,1226.549206,1203.603593,926.625452,1174.459148,1134.329833,1080.062696,1028.062136,911.0073297,904.0211293,918.7999604,946.8684118,987.9563,1039.03626,1085.403522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.16845,47.849775,50.5955,50.123725,45.276625,32.417375,18.246225,5.78475,0.128775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038625,0.855825,15.010325,113.799725,132.569475,182.26675,191.044775,199.849175,217.21805,234.884075,236.903825,245.262175,238.95445,237.82555,238.719725,145.4567,239.317325,247.103975,244.275475,247.63925,156.1709,173.990075,180.63905,192.347875,197.53535,198.10895,192.918375,4.922203207982626,1.6169521083154084,3.3254659796713795,-1.2239402657845042,-1.387655654392601,1.4163340377810505,-0.5674512696288498,0.29414397147037796,0.05140470668039695,0.3610873143015375,0.7926353689379322,0.4785531531242462,76
