LoadLevel,Duration,Stage
01-03 06:00:00+01:00,1,stp324
01-03 07:00:00+01:00,0,stp67
01-03 08:00:00+01:00,0,stp224
01-03 09:00:00+01:00,1,stp175
01-03 10:00:00+01:00,1,stp346
01-03 11:00:00+01:00,0,stp42
01-03 12:00:00+01:00,1,stp362
01-03 13:00:00+01:00,0,stp362
01-03 14:00:00+01:00,0,stp366
01-03 15:00:00+01:00,0,stp16
01-03 16:00:00+01:00,0,stp12
01-03 17:00:00+01:00,1,stp69
01-03 18:00:00+01:00,1,stp376
01-03 19:00:00+01:00,0,stp198
01-03 20:00:00+01:00,1,stp218
01-03 21:00:00+01:00,0,stp154
01-03 22:00:00+01:00,1,sti1064
01-03 23:00:00+01:00,1,sti1246
01-04 00:00:00+01:00,1,sti2961
01-04 01:00:00+01:00,0,sti1169
01-04 02:00:00+01:00,0,sti3055
01-04 03:00:00+01:00,1,sti3055
01-04 04:00:00+01:00,0,sti2961
01-04 05:00:00+01:00,0,sti1064
01-04 06:00:00+01:00,1,stp154
01-04 07:00:00+01:00,0,stp54
01-04 08:00:00+01:00,1,stp198
01-04 09:00:00+01:00,0,stp124
01-04 10:00:00+01:00,1,stp75
01-04 11:00:00+01:00,0,stp366
01-04 12:00:00+01:00,0,stp366
01-04 13:00:00+01:00,0,stp366
01-04 14:00:00+01:00,1,stp366
01-04 15:00:00+01:00,1,stp16
01-04 16:00:00+01:00,1,stp12
01-04 17:00:00+01:00,0,stp225
01-04 18:00:00+01:00,0,stp123
01-04 19:00:00+01:00,0,stp224
01-04 20:00:00+01:00,1,stp67
01-04 21:00:00+01:00,0,stp324
01-04 22:00:00+01:00,1,stp336
01-04 23:00:00+01:00,1,sti3524
01-05 00:00:00+01:00,0,sti340
01-05 01:00:00+01:00,0,sti993
01-05 02:00:00+01:00,0,sti993
01-05 03:00:00+01:00,1,sti993
01-05 04:00:00+01:00,0,sti1110
01-05 05:00:00+01:00,0,stp275
01-05 06:00:00+01:00,0,stp25
01-05 07:00:00+01:00,0,stp171
01-05 08:00:00+01:00,0,stp5
01-05 09:00:00+01:00,0,stp102
01-05 10:00:00+01:00,1,stp355
01-05 11:00:00+01:00,0,stp100
01-05 12:00:00+01:00,0,stp52
01-05 13:00:00+01:00,0,stp52
01-05 14:00:00+01:00,1,stp52
01-05 15:00:00+01:00,1,stp100
01-05 16:00:00+01:00,1,stp93
01-05 17:00:00+01:00,1,stp377
01-05 18:00:00+01:00,1,stp5
01-05 19:00:00+01:00,0,stp171
01-05 20:00:00+01:00,1,stp25
01-05 21:00:00+01:00,1,stp228
01-05 22:00:00+01:00,1,stp33
01-05 23:00:00+01:00,1,sti1188
01-06 00:00:00+01:00,0,sti2286
01-06 01:00:00+01:00,0,sti3295
01-06 02:00:00+01:00,1,sti2046
01-06 03:00:00+01:00,0,sti644
01-06 04:00:00+01:00,1,sti3393
01-06 05:00:00+01:00,0,sti2046
01-06 06:00:00+01:00,1,sti188
01-06 07:00:00+01:00,1,sti3535
01-06 08:00:00+01:00,1,sti2289
01-06 09:00:00+01:00,1,sti2846
01-06 10:00:00+01:00,1,sti170
01-06 11:00:00+01:00,1,sti1608
01-06 12:00:00+01:00,0,sti604
01-06 13:00:00+01:00,0,sti604
01-06 14:00:00+01:00,1,sti604
01-06 15:00:00+01:00,1,stp48
01-06 16:00:00+01:00,1,stp143
01-06 17:00:00+01:00,0,stp25
01-06 18:00:00+01:00,0,stp25
01-06 19:00:00+01:00,0,stp228
01-06 20:00:00+01:00,0,stp336
01-06 21:00:00+01:00,1,sti171
01-06 22:00:00+01:00,0,sti1188
01-06 23:00:00+01:00,1,sti3295
01-07 00:00:00+01:00,0,sti2046
01-07 01:00:00+01:00,0,sti1119
01-07 02:00:00+01:00,1,sti3556
01-07 03:00:00+01:00,0,sti383
01-07 04:00:00+01:00,1,sti383
01-07 05:00:00+01:00,0,sti383
01-07 06:00:00+01:00,1,sti2615
01-07 07:00:00+01:00,0,sti136
01-07 08:00:00+01:00,0,sti993
01-07 09:00:00+01:00,1,sti2041
01-07 10:00:00+01:00,1,sti807
01-07 11:00:00+01:00,1,sti2144
01-07 12:00:00+01:00,0,sti792
01-07 13:00:00+01:00,0,sti792
01-07 14:00:00+01:00,1,sti792
01-07 15:00:00+01:00,1,sti105
01-07 16:00:00+01:00,1,stp229
01-07 17:00:00+01:00,1,stp316
01-07 18:00:00+01:00,0,stp117
01-07 19:00:00+01:00,1,stp117
01-07 20:00:00+01:00,1,stp275
01-07 21:00:00+01:00,1,stp281
01-07 22:00:00+01:00,1,sti1110
01-07 23:00:00+01:00,0,sti993
01-08 00:00:00+01:00,1,sti136
01-08 01:00:00+01:00,0,sti1119
01-08 02:00:00+01:00,1,sti1119
01-08 03:00:00+01:00,0,sti1119
01-08 04:00:00+01:00,0,sti340
01-08 05:00:00+01:00,0,stp33
01-08 06:00:00+01:00,0,stp25
01-08 07:00:00+01:00,0,stp5
01-08 08:00:00+01:00,1,stp82
01-08 09:00:00+01:00,1,stp102
01-08 10:00:00+01:00,0,stp93
01-08 11:00:00+01:00,1,stp182
01-08 12:00:00+01:00,0,stp187
01-08 13:00:00+01:00,0,stp187
01-08 14:00:00+01:00,1,stp187
01-08 15:00:00+01:00,0,stp182
01-08 16:00:00+01:00,1,stp257
01-08 17:00:00+01:00,1,stp139
01-08 18:00:00+01:00,0,stp82
01-08 19:00:00+01:00,0,stp224
01-08 20:00:00+01:00,0,stp67
01-08 21:00:00+01:00,0,stp265
01-08 22:00:00+01:00,0,sti49
01-08 23:00:00+01:00,0,sti2961
01-09 00:00:00+01:00,1,sti1169
01-09 01:00:00+01:00,0,sti935
01-09 02:00:00+01:00,0,sti1791
01-09 03:00:00+01:00,0,sti188
01-09 04:00:00+01:00,0,sti3535
01-09 05:00:00+01:00,0,stp336
01-09 06:00:00+01:00,0,stp67
01-09 07:00:00+01:00,0,stp14
01-09 08:00:00+01:00,0,stp123
01-09 09:00:00+01:00,0,stp175
01-09 10:00:00+01:00,0,stp346
01-09 11:00:00+01:00,0,stp16
01-09 12:00:00+01:00,1,stp42
01-09 13:00:00+01:00,0,stp362
01-09 14:00:00+01:00,0,stp42
01-09 15:00:00+01:00,0,stp16
01-09 16:00:00+01:00,0,stp12
01-09 17:00:00+01:00,1,stp225
01-09 18:00:00+01:00,1,stp123
01-09 19:00:00+01:00,1,stp224
01-09 20:00:00+01:00,0,stp67
01-09 21:00:00+01:00,1,stp265
01-09 22:00:00+01:00,1,sti836
01-09 23:00:00+01:00,0,sti587
01-10 00:00:00+01:00,1,sti3137
01-10 01:00:00+01:00,0,sti188
01-10 02:00:00+01:00,1,sti1791
01-10 03:00:00+01:00,0,sti1791
01-10 04:00:00+01:00,1,sti3557
01-10 05:00:00+01:00,0,sti2221
01-10 06:00:00+01:00,0,stp218
01-10 07:00:00+01:00,0,stp198
01-10 08:00:00+01:00,0,stp198
01-10 09:00:00+01:00,1,stp124
01-10 10:00:00+01:00,0,stp75
01-10 11:00:00+01:00,0,stp42
01-10 12:00:00+01:00,0,stp270
01-10 13:00:00+01:00,1,stp270
01-10 14:00:00+01:00,0,stp270
01-10 15:00:00+01:00,0,stp187
01-10 16:00:00+01:00,0,stp257
01-10 17:00:00+01:00,0,stp225
01-10 18:00:00+01:00,0,stp123
01-10 19:00:00+01:00,1,stp14
01-10 20:00:00+01:00,0,stp397
01-10 21:00:00+01:00,0,stp154
01-10 22:00:00+01:00,0,sti1064
01-10 23:00:00+01:00,0,sti1246
01-11 00:00:00+01:00,0,sti1061
01-11 01:00:00+01:00,0,sti1169
01-11 02:00:00+01:00,0,sti2016
01-11 03:00:00+01:00,0,sti2775
01-11 04:00:00+01:00,0,sti332
01-11 05:00:00+01:00,0,sti3185
01-11 06:00:00+01:00,0,stp384
01-11 07:00:00+01:00,0,stp148
01-11 08:00:00+01:00,0,stp391
01-11 09:00:00+01:00,0,stp287
01-11 10:00:00+01:00,1,stp306
01-11 11:00:00+01:00,1,stp116
01-11 12:00:00+01:00,0,stp197
01-11 13:00:00+01:00,1,stp197
01-11 14:00:00+01:00,0,stp197
01-11 15:00:00+01:00,0,stp241
01-11 16:00:00+01:00,0,stp28
01-11 17:00:00+01:00,0,stp92
01-11 18:00:00+01:00,0,stp172
01-11 19:00:00+01:00,0,stp198
01-11 20:00:00+01:00,1,stp397
01-11 21:00:00+01:00,1,stp19
01-11 22:00:00+01:00,1,sti2478
01-11 23:00:00+01:00,0,sti2289
01-12 00:00:00+01:00,1,sti587
01-12 01:00:00+01:00,0,sti3137
01-12 02:00:00+01:00,1,sti935
01-12 03:00:00+01:00,1,sti3551
01-12 04:00:00+01:00,0,sti1246
01-12 05:00:00+01:00,1,sti2350
01-12 06:00:00+01:00,1,stp54
01-12 07:00:00+01:00,0,stp282
01-12 08:00:00+01:00,0,stp372
01-12 09:00:00+01:00,1,stp38
01-12 10:00:00+01:00,1,stp254
01-12 11:00:00+01:00,1,stp232
01-12 12:00:00+01:00,0,stp26
01-12 13:00:00+01:00,0,stp26
01-12 14:00:00+01:00,1,stp26
01-12 15:00:00+01:00,0,stp232
01-12 16:00:00+01:00,1,stp301
01-12 17:00:00+01:00,0,stp204
01-12 18:00:00+01:00,1,stp90
01-12 19:00:00+01:00,1,stp273
01-12 20:00:00+01:00,1,sti3039
01-12 21:00:00+01:00,1,sti3185
01-12 22:00:00+01:00,0,sti3360
01-12 23:00:00+01:00,0,sti3345
01-13 00:00:00+01:00,0,sti532
01-13 01:00:00+01:00,0,sti2870
01-13 02:00:00+01:00,0,sti651
01-13 03:00:00+01:00,0,sti651
01-13 04:00:00+01:00,1,sti651
01-13 05:00:00+01:00,0,sti184
01-13 06:00:00+01:00,1,sti332
01-13 07:00:00+01:00,1,sti3437
01-13 08:00:00+01:00,0,sti1223
01-13 09:00:00+01:00,1,sti1322
01-13 10:00:00+01:00,1,sti1373
01-13 11:00:00+01:00,1,sti2436
01-13 12:00:00+01:00,1,sti2511
01-13 13:00:00+01:00,0,sti669
01-13 14:00:00+01:00,1,sti669
01-13 15:00:00+01:00,1,sti662
01-13 16:00:00+01:00,1,sti706
01-13 17:00:00+01:00,1,stp112
01-13 18:00:00+01:00,0,stp154
01-13 19:00:00+01:00,0,sti599
01-13 20:00:00+01:00,0,sti2334
01-13 21:00:00+01:00,0,sti49
01-13 22:00:00+01:00,0,sti1061
01-13 23:00:00+01:00,1,sti2016
01-14 00:00:00+01:00,0,sti1224
01-14 01:00:00+01:00,0,sti1596
01-14 02:00:00+01:00,1,sti2928
01-14 03:00:00+01:00,0,sti579
01-14 04:00:00+01:00,1,sti579
01-14 05:00:00+01:00,1,sti2209
01-14 06:00:00+01:00,0,sti1658
01-14 07:00:00+01:00,0,sti2562
01-14 08:00:00+01:00,0,sti3551
01-14 09:00:00+01:00,1,sti1699
01-14 10:00:00+01:00,1,sti1749
01-14 11:00:00+01:00,1,sti1576
01-14 12:00:00+01:00,1,sti2574
01-14 13:00:00+01:00,0,sti347
01-14 14:00:00+01:00,1,sti347
01-14 15:00:00+01:00,1,sti931
01-14 16:00:00+01:00,1,sti2127
01-14 17:00:00+01:00,1,stp323
01-14 18:00:00+01:00,0,sti154
01-14 19:00:00+01:00,0,sti599
01-14 20:00:00+01:00,1,sti1223
01-14 21:00:00+01:00,0,sti141
01-14 22:00:00+01:00,1,sti3345
01-14 23:00:00+01:00,1,sti2870
01-15 00:00:00+01:00,0,sti2454
01-15 01:00:00+01:00,1,sti315
01-15 02:00:00+01:00,0,sti315
01-15 03:00:00+01:00,0,sti315
01-15 04:00:00+01:00,1,sti532
01-15 05:00:00+01:00,0,sti301
01-15 06:00:00+01:00,1,stp384
01-15 07:00:00+01:00,1,stp148
01-15 08:00:00+01:00,1,stp391
01-15 09:00:00+01:00,1,stp287
01-15 10:00:00+01:00,0,stp375
01-15 11:00:00+01:00,0,stp141
01-15 12:00:00+01:00,0,sti1677
01-15 13:00:00+01:00,1,sti1677
01-15 14:00:00+01:00,1,sti803
01-15 15:00:00+01:00,1,stp240
01-15 16:00:00+01:00,1,stp118
01-15 17:00:00+01:00,1,stp24
01-15 18:00:00+01:00,0,stp221
01-15 19:00:00+01:00,0,stp209
01-15 20:00:00+01:00,1,sti2600
01-15 21:00:00+01:00,1,sti2481
01-15 22:00:00+01:00,1,sti1746
01-15 23:00:00+01:00,1,sti3192
01-16 00:00:00+01:00,1,sti2878
01-16 01:00:00+01:00,1,sti2768
01-16 02:00:00+01:00,1,sti1671
01-16 03:00:00+01:00,0,sti2870
01-16 04:00:00+01:00,0,sti1756
01-16 05:00:00+01:00,0,sti2650
01-16 06:00:00+01:00,0,stp384
01-16 07:00:00+01:00,0,stp391
01-16 08:00:00+01:00,0,stp17
01-16 09:00:00+01:00,0,stp287
01-16 10:00:00+01:00,1,stp375
01-16 11:00:00+01:00,1,stp141
01-16 12:00:00+01:00,1,sti637
01-16 13:00:00+01:00,1,sti1998
01-16 14:00:00+01:00,1,sti1013
01-16 15:00:00+01:00,1,sti1695
01-16 16:00:00+01:00,1,stp298
01-16 17:00:00+01:00,0,stp314
01-16 18:00:00+01:00,0,stp221
01-16 19:00:00+01:00,1,stp57
01-16 20:00:00+01:00,0,sti2963
01-16 21:00:00+01:00,0,sti3010
01-16 22:00:00+01:00,1,sti3321
01-16 23:00:00+01:00,0,sti2012
01-17 00:00:00+01:00,1,sti992
01-17 01:00:00+01:00,0,sti1671
01-17 02:00:00+01:00,0,sti2870
01-17 03:00:00+01:00,0,sti2870
01-17 04:00:00+01:00,0,sti3345
01-17 05:00:00+01:00,0,sti2733
01-17 06:00:00+01:00,1,stp188
01-17 07:00:00+01:00,0,stp282
01-17 08:00:00+01:00,1,stp372
01-17 09:00:00+01:00,0,stp18
01-17 10:00:00+01:00,1,stp133
01-17 11:00:00+01:00,1,stp356
01-17 12:00:00+01:00,0,stp177
01-17 13:00:00+01:00,1,stp177
01-17 14:00:00+01:00,0,stp197
01-17 15:00:00+01:00,1,stp241
01-17 16:00:00+01:00,1,stp28
01-17 17:00:00+01:00,1,stp92
01-17 18:00:00+01:00,1,stp172
01-17 19:00:00+01:00,0,stp282
01-17 20:00:00+01:00,0,stp188
01-17 21:00:00+01:00,1,sti154
01-17 22:00:00+01:00,1,sti2334
01-17 23:00:00+01:00,0,sti2544
01-18 00:00:00+01:00,0,sti1061
01-18 01:00:00+01:00,1,sti2775
01-18 02:00:00+01:00,1,sti184
01-18 03:00:00+01:00,0,sti184
01-18 04:00:00+01:00,0,sti2544
01-18 05:00:00+01:00,0,sti2733
01-18 06:00:00+01:00,0,stp188
01-18 07:00:00+01:00,1,stp282
01-18 08:00:00+01:00,0,stp372
01-18 09:00:00+01:00,0,stp386
01-18 10:00:00+01:00,1,stp18
01-18 11:00:00+01:00,0,stp18
01-18 12:00:00+01:00,0,stp124
01-18 13:00:00+01:00,0,stp124
01-18 14:00:00+01:00,0,stp124
01-18 15:00:00+01:00,1,stp386
01-18 16:00:00+01:00,1,stp204
01-18 17:00:00+01:00,0,stp204
01-18 18:00:00+01:00,0,stp90
01-18 19:00:00+01:00,0,stp273
01-18 20:00:00+01:00,0,stp184
01-18 21:00:00+01:00,1,sti599
01-18 22:00:00+01:00,1,sti49
01-18 23:00:00+01:00,1,sti417
01-19 00:00:00+01:00,0,sti3551
01-19 01:00:00+01:00,0,sti2562
01-19 02:00:00+01:00,1,sti2562
01-19 03:00:00+01:00,0,sti465
01-19 04:00:00+01:00,0,sti1061
01-19 05:00:00+01:00,0,sti1223
01-19 06:00:00+01:00,0,sti298
01-19 07:00:00+01:00,0,stp361
01-19 08:00:00+01:00,0,stp148
01-19 09:00:00+01:00,1,stp387
01-19 10:00:00+01:00,1,stp396
01-19 11:00:00+01:00,0,stp196
01-19 12:00:00+01:00,0,sti187
01-19 13:00:00+01:00,1,sti187
01-19 14:00:00+01:00,0,sti187
01-19 15:00:00+01:00,1,stp196
01-19 16:00:00+01:00,0,stp96
01-19 17:00:00+01:00,0,stp38
01-19 18:00:00+01:00,0,stp282
01-19 19:00:00+01:00,0,stp188
01-19 20:00:00+01:00,1,sti2506
01-19 21:00:00+01:00,1,sti2733
01-19 22:00:00+01:00,0,sti3437
01-19 23:00:00+01:00,1,sti1061
01-20 00:00:00+01:00,0,sti2016
01-20 01:00:00+01:00,1,sti1224
01-20 02:00:00+01:00,0,sti1596
01-20 03:00:00+01:00,1,sti1596
01-20 04:00:00+01:00,0,sti1596
01-20 05:00:00+01:00,1,sti465
01-20 06:00:00+01:00,0,sti417
01-20 07:00:00+01:00,1,sti3444
01-20 08:00:00+01:00,1,sti2221
01-20 09:00:00+01:00,1,stp383
01-20 10:00:00+01:00,1,stp311
01-20 11:00:00+01:00,1,sti1494
01-20 12:00:00+01:00,1,sti2362
01-20 13:00:00+01:00,1,sti3247
01-20 14:00:00+01:00,1,sti545
01-20 15:00:00+01:00,1,sti2178
01-20 16:00:00+01:00,1,stp13
01-20 17:00:00+01:00,1,stp382
01-20 18:00:00+01:00,1,stp234
01-20 19:00:00+01:00,1,stp87
01-20 20:00:00+01:00,0,sti2478
01-20 21:00:00+01:00,1,sti1735
01-20 22:00:00+01:00,0,sti587
01-20 23:00:00+01:00,0,sti935
01-21 00:00:00+01:00,0,sti2562
01-21 01:00:00+01:00,1,sti1658
01-21 02:00:00+01:00,0,sti2209
01-21 03:00:00+01:00,0,sti2209
01-21 04:00:00+01:00,0,sti579
01-21 05:00:00+01:00,0,sti2928
01-21 06:00:00+01:00,1,sti2190
01-21 07:00:00+01:00,1,sti2454
01-21 08:00:00+01:00,0,sti532
01-21 09:00:00+01:00,1,sti1068
01-21 10:00:00+01:00,1,sti252
01-21 11:00:00+01:00,1,sti1031
01-21 12:00:00+01:00,1,sti2883
01-21 13:00:00+01:00,1,sti2496
01-21 14:00:00+01:00,1,sti316
01-21 15:00:00+01:00,1,sti1097
01-21 16:00:00+01:00,1,sti845
01-21 17:00:00+01:00,0,sti3010
01-21 18:00:00+01:00,1,sti3010
01-21 19:00:00+01:00,0,sti3319
01-21 20:00:00+01:00,1,sti358
01-21 21:00:00+01:00,1,sti1295
01-21 22:00:00+01:00,1,sti2012
01-21 23:00:00+01:00,0,sti2768
01-22 00:00:00+01:00,0,sti782
01-22 01:00:00+01:00,1,sti782
01-22 02:00:00+01:00,0,sti782
01-22 03:00:00+01:00,0,sti782
01-22 04:00:00+01:00,0,sti2012
01-22 05:00:00+01:00,0,sti1096
01-22 06:00:00+01:00,0,sti2215
01-22 07:00:00+01:00,0,stp209
01-22 08:00:00+01:00,1,stp221
01-22 09:00:00+01:00,0,stp118
01-22 10:00:00+01:00,1,stp83
01-22 11:00:00+01:00,1,stp7
01-22 12:00:00+01:00,1,stp394
01-22 13:00:00+01:00,1,sti2261
01-22 14:00:00+01:00,0,sti637
01-22 15:00:00+01:00,1,stp213
01-22 16:00:00+01:00,0,stp130
01-22 17:00:00+01:00,1,stp291
01-22 18:00:00+01:00,1,stp307
01-22 19:00:00+01:00,1,stp17
01-22 20:00:00+01:00,1,stp183
01-22 21:00:00+01:00,1,sti2340
01-22 22:00:00+01:00,1,sti2650
01-22 23:00:00+01:00,0,sti1817
01-23 00:00:00+01:00,1,sti1407
01-23 01:00:00+01:00,1,sti1756
01-23 02:00:00+01:00,0,sti1756
01-23 03:00:00+01:00,0,sti1756
01-23 04:00:00+01:00,1,sti1817
01-23 05:00:00+01:00,0,sti1138
01-23 06:00:00+01:00,1,stp361
01-23 07:00:00+01:00,0,stp165
01-23 08:00:00+01:00,0,stp165
01-23 09:00:00+01:00,1,stp43
01-23 10:00:00+01:00,1,stp127
01-23 11:00:00+01:00,0,stp15
01-23 12:00:00+01:00,1,stp51
01-23 13:00:00+01:00,0,stp51
01-23 14:00:00+01:00,0,stp283
01-23 15:00:00+01:00,1,stp176
01-23 16:00:00+01:00,1,stp365
01-23 17:00:00+01:00,0,stp278
01-23 18:00:00+01:00,0,stp201
01-23 19:00:00+01:00,0,stp165
01-23 20:00:00+01:00,0,stp361
01-23 21:00:00+01:00,1,sti1240
01-23 22:00:00+01:00,0,sti2450
01-23 23:00:00+01:00,0,sti301
01-24 00:00:00+01:00,1,sti3360
01-24 01:00:00+01:00,1,sti141
01-24 02:00:00+01:00,0,sti141
01-24 03:00:00+01:00,0,sti141
01-24 04:00:00+01:00,1,sti301
01-24 05:00:00+01:00,1,sti298
01-24 06:00:00+01:00,0,stp148
01-24 07:00:00+01:00,1,stp165
01-24 08:00:00+01:00,0,stp307
01-24 09:00:00+01:00,0,stp43
01-24 10:00:00+01:00,0,stp127
01-24 11:00:00+01:00,0,stp15
01-24 12:00:00+01:00,0,stp248
01-24 13:00:00+01:00,1,stp248
01-24 14:00:00+01:00,0,stp248
01-24 15:00:00+01:00,1,stp15
01-24 16:00:00+01:00,0,stp95
01-24 17:00:00+01:00,1,stp278
01-24 18:00:00+01:00,1,stp201
01-24 19:00:00+01:00,0,stp307
01-24 20:00:00+01:00,1,stp209
01-24 21:00:00+01:00,1,sti2215
01-24 22:00:00+01:00,1,sti3203
01-24 23:00:00+01:00,1,sti1096
01-25 00:00:00+01:00,0,sti2818
01-25 01:00:00+01:00,0,sti85
01-25 02:00:00+01:00,0,sti1015
01-25 03:00:00+01:00,0,sti85
01-25 04:00:00+01:00,0,sti2818
01-25 05:00:00+01:00,0,sti2600
01-25 06:00:00+01:00,0,stp41
01-25 07:00:00+01:00,1,stp314
01-25 08:00:00+01:00,0,stp314
01-25 09:00:00+01:00,1,stp50
01-25 10:00:00+01:00,1,stp64
01-25 11:00:00+01:00,1,stp401
01-25 12:00:00+01:00,1,stp166
01-25 13:00:00+01:00,0,stp166
01-25 14:00:00+01:00,0,stp51
01-25 15:00:00+01:00,1,stp368
01-25 16:00:00+01:00,1,stp95
01-25 17:00:00+01:00,1,stp73
01-25 18:00:00+01:00,0,stp201
01-25 19:00:00+01:00,0,stp307
01-25 20:00:00+01:00,0,stp221
01-25 21:00:00+01:00,0,stp357
01-25 22:00:00+01:00,1,sti3587
01-25 23:00:00+01:00,1,sti676
01-26 00:00:00+01:00,0,sti2650
01-26 01:00:00+01:00,1,sti1157
01-26 02:00:00+01:00,0,sti3360
01-26 03:00:00+01:00,0,sti3360
01-26 04:00:00+01:00,0,sti1009
01-26 05:00:00+01:00,0,stp9
01-26 06:00:00+01:00,1,stp44
01-26 07:00:00+01:00,0,stp68
01-26 08:00:00+01:00,0,stp201
01-26 09:00:00+01:00,1,stp358
01-26 10:00:00+01:00,1,stp250
01-26 11:00:00+01:00,1,stp244
01-26 12:00:00+01:00,0,stp119
01-26 13:00:00+01:00,1,stp119
01-26 14:00:00+01:00,0,stp119
01-26 15:00:00+01:00,1,stp60
01-26 16:00:00+01:00,1,stp199
01-26 17:00:00+01:00,1,stp216
01-26 18:00:00+01:00,1,stp274
01-26 19:00:00+01:00,0,stp347
01-26 20:00:00+01:00,0,stp282
01-26 21:00:00+01:00,0,stp188
01-26 22:00:00+01:00,1,stp184
01-26 23:00:00+01:00,0,sti599
01-27 00:00:00+01:00,0,sti1894
01-27 01:00:00+01:00,0,sti680
01-27 02:00:00+01:00,0,sti2544
01-27 03:00:00+01:00,1,sti2544
01-27 04:00:00+01:00,0,sti2544
01-27 05:00:00+01:00,0,sti141
01-27 06:00:00+01:00,0,sti301
01-27 07:00:00+01:00,1,sti3367
01-27 08:00:00+01:00,0,stp9
01-27 09:00:00+01:00,1,stp108
01-27 10:00:00+01:00,1,sti1588
01-27 11:00:00+01:00,1,sti1768
01-27 12:00:00+01:00,1,sti524
01-27 13:00:00+01:00,0,sti1025
01-27 14:00:00+01:00,1,sti1025
01-27 15:00:00+01:00,1,sti1866
01-27 16:00:00+01:00,1,sti2241
01-27 17:00:00+01:00,1,stp167
01-27 18:00:00+01:00,0,stp183
01-27 19:00:00+01:00,1,sti2963
01-27 20:00:00+01:00,0,sti1865
01-27 21:00:00+01:00,1,sti896
01-27 22:00:00+01:00,0,sti358
01-27 23:00:00+01:00,1,sti3499
01-28 00:00:00+01:00,0,sti2012
01-28 01:00:00+01:00,1,sti12
01-28 02:00:00+01:00,0,sti3178
01-28 03:00:00+01:00,1,sti1221
01-28 04:00:00+01:00,0,sti2454
01-28 05:00:00+01:00,0,sti184
01-28 06:00:00+01:00,0,sti2775
01-28 07:00:00+01:00,0,sti2544
01-28 08:00:00+01:00,1,sti680
01-28 09:00:00+01:00,1,sti238
01-28 10:00:00+01:00,1,sti2919
01-28 11:00:00+01:00,1,sti229
01-28 12:00:00+01:00,1,sti2296
01-28 13:00:00+01:00,1,sti3518
01-28 14:00:00+01:00,1,sti781
01-28 15:00:00+01:00,1,sti1384
01-28 16:00:00+01:00,1,sti978
01-28 17:00:00+01:00,0,stp108
01-28 18:00:00+01:00,1,stp9
01-28 19:00:00+01:00,0,sti298
01-28 20:00:00+01:00,1,sti1138
01-28 21:00:00+01:00,1,sti1009
01-28 22:00:00+01:00,0,sti1157
01-28 23:00:00+01:00,0,sti1407
01-29 00:00:00+01:00,1,sti880
01-29 01:00:00+01:00,0,sti2745
01-29 02:00:00+01:00,1,sti3178
01-29 03:00:00+01:00,0,sti12
01-29 04:00:00+01:00,0,sti3499
01-29 05:00:00+01:00,0,sti2346
01-29 06:00:00+01:00,1,sti2763
01-29 07:00:00+01:00,1,stp47
01-29 08:00:00+01:00,0,stp314
01-29 09:00:00+01:00,0,stp99
01-29 10:00:00+01:00,1,stp145
01-29 11:00:00+01:00,1,sti211
01-29 12:00:00+01:00,1,sti1793
01-29 13:00:00+01:00,1,sti2721
