,LoadLevel,Geo 01,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 33,Hydro 34,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Solar 01,Solar 02,Solar 03,Solar 04,Solar 06,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 20,Solar 21,Solar 22,Solar 24,Solar 25,Solar 26,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,Wind N01,Wind N02,Wind N03,Wind N04,Wind N05,Wind N06,Wind N07,Wind N08,Wind N09,Wind N10
10,01-01 10:00:00+01:00,16.0,0.0,45.83064,0.0,0.0,0.0,81.94752957301743,0.0,0.0,0.0,0.0,0.0,2.84526,2.84526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337398712100648,0.0,0.0,0.0,0.0,7.528904025000001,5.855814241,44.5270031,40.0400805,25.09634675,11.44545511,5.886169430000004,38.32896594,70.04162229,34.14624149,5.513591331,7.376804954000001,6.844458204,30.533888540000003,32.815374610000006,17.11114551,413.3336621,413.8197978000001,470.2235922,428.8653645,160.3034973,442.2459639,89.20399583,71.24599881,6.234024896,5.6492835652798,6.234024896,6.234024896,0.0,6.234024896,0.0,0.0,0.0,6.234024896,0.0,55.74999407,37.90287137,57.31740605,0.0,0.0,0.0,0.0,0.0,84.04878689,0.0,13.33140984,70.39349097044723,0.0,0.0,0.0,423.7189802,137.2369167,341.9807943,0.0,557.6140245428204,399.2220372,95.82241486,95.0619195,95.0619195,114.0743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8333877000001,586.7819018746443,262.08582768112586,0.0,0.0,0.0
11,01-01 11:00:00+01:00,16.0,0.0,0.0,0.0,27.62636991,0.0,735.2037,0.0,0.0,0.0,0.0,0.0,1101.2661,554.5334818448957,0.0,0.0,0.0,10.08207,67.06232365,0.0,32.36573371,3.484410196,4.547694132,1.803272081,9.231890931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7058347885561955,0.0,94.83343213,122.3796034,32.32957913,126.197847,25.45495751,14.36870184,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,3.369460581,11.24350919,7.644149378,11.55962063,6.609602845,14.37588619,14.41899229,4.914096028,5.754665086,19.044381840337635,0.0,3.410360656,0.0,0.0,3.705882353,0.0,120.9110482,39.16147309,68.96976882,88.3675163,26.47058824,18.52764706,4.447058824000001,4.4117647060000005,4.4117647060000005,5.294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.75140721468412,117.9239932,117.9239932,34.65557209493991,585.2724448,585.2724448,0.0,0.0,76.56612529,0.0
12,01-01 12:00:00+01:00,16.0,0.0,0.0,0.0,27.62636991,0.0,735.2037,0.0,0.0,0.0,0.0,0.0,1101.2661,554.5334818448957,0.0,0.0,0.0,10.08207,67.06232365,0.0,32.36573371,3.484410196,4.547694132,1.803272081,9.231890931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7058347885561955,0.0,94.83343213,122.3796034,32.32957913,126.197847,25.45495751,14.36870184,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,3.369460581,11.24350919,7.644149378,11.55962063,6.609602845,14.37588619,14.41899229,4.914096028,5.754665086,19.044381840337635,0.0,3.410360656,0.0,0.0,3.705882353,0.0,120.9110482,39.16147309,68.96976882,88.3675163,26.47058824,18.52764706,4.447058824000001,4.4117647060000005,4.4117647060000005,5.294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.75140721468412,117.9239932,117.9239932,34.65557209493991,585.2724448,585.2724448,0.0,0.0,76.56612529,0.0
13,01-01 13:00:00+01:00,16.0,0.0,0.0,0.0,27.62636991,0.0,735.2037,0.0,0.0,0.0,0.0,0.0,1101.2661,554.5334818448957,0.0,0.0,0.0,10.08207,67.06232365,0.0,32.36573371,3.484410196,4.547694132,1.803272081,9.231890931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7058347885561955,0.0,94.83343213,122.3796034,32.32957913,126.197847,25.45495751,14.36870184,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,1.257261411,3.369460581,11.24350919,7.644149378,11.55962063,6.609602845,14.37588619,14.41899229,4.914096028,5.754665086,19.044381840337635,0.0,3.410360656,0.0,0.0,3.705882353,0.0,120.9110482,39.16147309,68.96976882,88.3675163,26.47058824,18.52764706,4.447058824000001,4.4117647060000005,4.4117647060000005,5.294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.75140721468412,117.9239932,117.9239932,34.65557209493991,585.2724448,585.2724448,0.0,0.0,76.56612529,0.0
14,01-01 14:00:00+01:00,16.0,0.0,45.83064,0.0,0.0,0.0,81.94752957301743,0.0,0.0,0.0,0.0,0.0,2.84526,2.84526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337398712100648,0.0,0.0,0.0,0.0,7.528904025000001,5.855814241,44.5270031,40.0400805,25.09634675,11.44545511,5.886169430000004,38.32896594,70.04162229,34.14624149,5.513591331,7.376804954000001,6.844458204,30.533888540000003,32.815374610000006,17.11114551,413.3336621,413.8197978000001,470.2235922,428.8653645,160.3034973,442.2459639,89.20399583,71.24599881,6.234024896,5.6492835652798,6.234024896,6.234024896,0.0,6.234024896,0.0,0.0,0.0,6.234024896,0.0,55.74999407,37.90287137,57.31740605,0.0,0.0,0.0,0.0,0.0,84.04878689,0.0,13.33140984,70.39349097044723,0.0,0.0,0.0,423.7189802,137.2369167,341.9807943,0.0,557.6140245428204,399.2220372,95.82241486,95.0619195,95.0619195,114.0743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8333877000001,586.7819018746443,262.08582768112586,0.0,0.0,0.0
15,01-01 15:00:00+01:00,16.0,0.0,45.83064,0.0,0.0,0.0,81.94752957301743,0.0,0.0,0.0,0.0,0.0,2.84526,2.84526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337398712100648,0.0,0.0,0.0,0.0,7.528904025000001,5.855814241,44.5270031,40.0400805,25.09634675,11.44545511,5.886169430000004,38.32896594,70.04162229,34.14624149,5.513591331,7.376804954000001,6.844458204,30.533888540000003,32.815374610000006,17.11114551,413.3336621,413.8197978000001,470.2235922,428.8653645,160.3034973,442.2459639,89.20399583,71.24599881,6.234024896,5.6492835652798,6.234024896,6.234024896,0.0,6.234024896,0.0,0.0,0.0,6.234024896,0.0,55.74999407,37.90287137,57.31740605,0.0,0.0,0.0,0.0,0.0,84.04878689,0.0,13.33140984,70.39349097044723,0.0,0.0,0.0,423.7189802,137.2369167,341.9807943,0.0,557.6140245428204,399.2220372,95.82241486,95.0619195,95.0619195,114.0743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8333877000001,586.7819018746443,262.08582768112586,0.0,0.0,0.0
16,01-01 16:00:00+01:00,16.0,0.0,45.83064,0.0,0.0,0.0,81.94752957301743,0.0,0.0,0.0,0.0,0.0,2.84526,2.84526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337398712100648,0.0,0.0,0.0,0.0,7.528904025000001,5.855814241,44.5270031,40.0400805,25.09634675,11.44545511,5.886169430000004,38.32896594,70.04162229,34.14624149,5.513591331,7.376804954000001,6.844458204,30.533888540000003,32.815374610000006,17.11114551,413.3336621,413.8197978000001,470.2235922,428.8653645,160.3034973,442.2459639,89.20399583,71.24599881,6.234024896,5.6492835652798,6.234024896,6.234024896,0.0,6.234024896,0.0,0.0,0.0,6.234024896,0.0,55.74999407,37.90287137,57.31740605,0.0,0.0,0.0,0.0,0.0,84.04878689,0.0,13.33140984,70.39349097044723,0.0,0.0,0.0,423.7189802,137.2369167,341.9807943,0.0,557.6140245428204,399.2220372,95.82241486,95.0619195,95.0619195,114.0743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8333877000001,586.7819018746443,262.08582768112586,0.0,0.0,0.0
17,01-01 17:00:00+01:00,16.0,0.0,45.83064,0.0,0.0,0.0,81.94752957301743,0.0,0.0,0.0,0.0,0.0,2.84526,2.84526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337398712100648,0.0,0.0,0.0,0.0,7.528904025000001,5.855814241,44.5270031,40.0400805,25.09634675,11.44545511,5.886169430000004,38.32896594,70.04162229,34.14624149,5.513591331,7.376804954000001,6.844458204,30.533888540000003,32.815374610000006,17.11114551,413.3336621,413.8197978000001,470.2235922,428.8653645,160.3034973,442.2459639,89.20399583,71.24599881,6.234024896,5.6492835652798,6.234024896,6.234024896,0.0,6.234024896,0.0,0.0,0.0,6.234024896,0.0,55.74999407,37.90287137,57.31740605,0.0,0.0,0.0,0.0,0.0,84.04878689,0.0,13.33140984,70.39349097044723,0.0,0.0,0.0,423.7189802,137.2369167,341.9807943,0.0,557.6140245428204,399.2220372,95.82241486,95.0619195,95.0619195,114.0743034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.8333877000001,586.7819018746443,262.08582768112586,0.0,0.0,0.0
18,01-01 18:00:00+01:00,0.0,34.0505,19.39485,0.0,0.0,735.2037,78.6043614822105,0.0,7.850700000000001,7.850700000000001,763.6145084152364,0.0,0.0,1101.2661,1.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1196.0,664.3928623854724,0.0,69.93760635,69.93760635,1626.7967619796957,1578.073995,1578.073995,0.0,419.62615627193344,162.87703020000004,0.0
19,01-01 19:00:00+01:00,0.0,34.0505,19.39485,0.0,0.0,735.2037,78.6043614822105,0.0,7.850700000000001,7.850700000000001,763.6145084152364,0.0,0.0,1101.2661,1.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1196.0,664.3928623854724,0.0,69.93760635,69.93760635,1626.7967619796957,1578.073995,1578.073995,0.0,419.62615627193344,162.87703020000004,0.0
20,01-01 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,01-01 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,01-01 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
