Period,Scenario,Stage,LoadLevel,InitialNode,FinalNode,Circuit,EUR/MW
2030,sc01,st1,01-04 18:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 18:00:00+01:00,N_116,N_117,cac1,-0.002317049741337495
2030,sc01,st1,01-04 19:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 19:00:00+01:00,N_116,N_117,cac1,-0.0023170497568805242
2030,sc01,st1,01-04 20:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 20:00:00+01:00,N_116,N_117,cac1,-0.0023170497595704554
2030,sc01,st1,01-04 21:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 21:00:00+01:00,N_116,N_117,cac1,-0.0023170497603047257
2030,sc01,st1,01-04 22:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 22:00:00+01:00,N_116,N_117,cac1,-0.002317049758169835
2030,sc01,st1,01-04 23:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-04 23:00:00+01:00,N_116,N_117,cac1,-0.0023170497315189815
2030,sc01,st1,01-05 00:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 00:00:00+01:00,N_116,N_117,cac1,-0.002317049750271838
2030,sc01,st1,01-05 01:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 01:00:00+01:00,N_116,N_117,cac1,-0.002317049625757184
2030,sc01,st1,01-05 02:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 02:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 03:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 03:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 04:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 04:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 05:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 05:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 06:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 06:00:00+01:00,N_116,N_117,cac1,-0.0023170497579516796
2030,sc01,st1,01-05 07:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 07:00:00+01:00,N_116,N_117,cac1,-0.0023170497602608454
2030,sc01,st1,01-05 08:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 08:00:00+01:00,N_116,N_117,cac1,-0.0023170497611697725
2030,sc01,st1,01-05 09:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 09:00:00+01:00,N_116,N_117,cac1,-0.0023170497613548054
2030,sc01,st1,01-05 10:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 10:00:00+01:00,N_116,N_117,cac1,-0.0023170497613527736
2030,sc01,st1,01-05 11:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 11:00:00+01:00,N_116,N_117,cac1,-0.0023170497612783757
2030,sc01,st1,01-05 12:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 12:00:00+01:00,N_116,N_117,cac1,-0.0023170497612243356
2030,sc01,st1,01-05 13:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 13:00:00+01:00,N_116,N_117,cac1,-0.0023170497610057175
2030,sc01,st1,01-05 14:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 14:00:00+01:00,N_116,N_117,cac1,-0.0023170497606960303
2030,sc01,st1,01-05 15:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 15:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 16:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 16:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 17:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 17:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 18:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 18:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 19:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 19:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 20:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 20:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-05 21:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 21:00:00+01:00,N_116,N_117,cac1,-0.0023170497602919126
2030,sc01,st1,01-05 22:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 22:00:00+01:00,N_116,N_117,cac1,-0.0023170497573189014
2030,sc01,st1,01-05 23:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-05 23:00:00+01:00,N_116,N_117,cac1,-0.0023170496256284747
2030,sc01,st1,01-06 00:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 00:00:00+01:00,N_116,N_117,cac1,-0.0023170497206873135
2030,sc01,st1,01-06 01:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 01:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 02:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 02:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 03:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 03:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 04:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 04:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 05:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 05:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 06:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 06:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 07:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 07:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-06 08:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 08:00:00+01:00,N_116,N_117,cac1,-0.0023170495645059167
2030,sc01,st1,01-06 09:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 09:00:00+01:00,N_116,N_117,cac1,-0.0023170497474490305
2030,sc01,st1,01-06 10:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 10:00:00+01:00,N_116,N_117,cac1,-0.00231704975461399
2030,sc01,st1,01-06 11:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 11:00:00+01:00,N_116,N_117,cac1,-0.0023170497561586494
2030,sc01,st1,01-06 12:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 12:00:00+01:00,N_116,N_117,cac1,-0.0023170497555294383
2030,sc01,st1,01-06 13:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 13:00:00+01:00,N_116,N_117,cac1,-0.0023170497533544616
2030,sc01,st1,01-06 14:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 14:00:00+01:00,N_116,N_117,cac1,-0.0023170497550443732
2030,sc01,st1,01-06 15:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 15:00:00+01:00,N_116,N_117,cac1,-0.0023170497561083134
2030,sc01,st1,01-06 16:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 16:00:00+01:00,N_116,N_117,cac1,-0.0023170497581537796
2030,sc01,st1,01-06 17:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 17:00:00+01:00,N_116,N_117,cac1,-0.002317049760303774
2030,sc01,st1,01-06 18:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 18:00:00+01:00,N_116,N_117,cac1,-0.0023170497601083737
2030,sc01,st1,01-06 19:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 19:00:00+01:00,N_116,N_117,cac1,-0.0023170497597004925
2030,sc01,st1,01-06 20:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 20:00:00+01:00,N_116,N_117,cac1,-0.002317049759017588
2030,sc01,st1,01-06 21:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 21:00:00+01:00,N_116,N_117,cac1,-0.0023170497584760258
2030,sc01,st1,01-06 22:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 22:00:00+01:00,N_116,N_117,cac1,-0.0023170497563813792
2030,sc01,st1,01-06 23:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-06 23:00:00+01:00,N_116,N_117,cac1,-0.0023170497481409228
2030,sc01,st1,01-07 00:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 00:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 01:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 01:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 02:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 02:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 03:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 03:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 04:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 04:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 05:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 05:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 06:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 06:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 07:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 07:00:00+01:00,N_116,N_117,cac1,-0.0
2030,sc01,st1,01-07 08:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 08:00:00+01:00,N_116,N_117,cac1,-0.002317049547435291
2030,sc01,st1,01-07 09:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 09:00:00+01:00,N_116,N_117,cac1,-0.0023170495774196553
2030,sc01,st1,01-07 10:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 10:00:00+01:00,N_116,N_117,cac1,-0.002317049744418896
2030,sc01,st1,01-07 11:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 11:00:00+01:00,N_116,N_117,cac1,-0.0023170497519077794
2030,sc01,st1,01-07 12:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 12:00:00+01:00,N_116,N_117,cac1,-0.0023170497442965834
2030,sc01,st1,01-07 13:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 13:00:00+01:00,N_116,N_117,cac1,-0.002317049600275342
2030,sc01,st1,01-07 14:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 14:00:00+01:00,N_116,N_117,cac1,-0.0023170497472862848
2030,sc01,st1,01-07 15:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 15:00:00+01:00,N_116,N_117,cac1,-0.002317049754305001
2030,sc01,st1,01-07 16:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 16:00:00+01:00,N_116,N_117,cac1,-0.0023170497572480167
2030,sc01,st1,01-07 17:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 17:00:00+01:00,N_116,N_117,cac1,-0.002317049759807568
2030,sc01,st1,01-07 18:00:00+01:00,N_116,N_119,cac1,-0.0
2030,sc01,st1,01-07 18:00:00+01:00,N_116,N_117,cac1,-0.0023170497595995368
