,,,101_CT_1,101_CT_2,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_STEAM_3,102_STEAM_4,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,123_STEAM_2,123_STEAM_3,123_CT_1,123_CT_4,123_CT_5,114_SYNC_COND_1,121_NUCLEAR_1,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,113_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,122_WIND_1,109_BATTERY_1,110_BATTERY_1,111_BATTERY_1,112_BATTERY_1,121_BATTERY_1,107_BATTERY_1,113_BATTERY_1,123_BATTERY_1
2030,sc01,01-04 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.31543478806818,20.21538420034091,24.55471992534091,19.978485165636364,22.14698187113636,25.31316687384091,24.839137531045456,24.459914056363637,48.56430188668182,43.50979097784091,540.6176811598863,6.250638006704546,6.0573193054772725,5.864000604136364,5.864000604136364,6.250638006704546,7.603868915045454,7.217231512340908,6.637275408954546,2.8997805191363635,780.2524332529546,,,,,,,,
2030,sc01,01-04 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.100635926340914,20.09272266563636,25.372948890818183,19.857261072568186,21.92935995575,26.156669319272726,25.66684405115909,25.274983837386365,48.269626717181815,42.67851683906818,529.7292287541818,6.124745390340909,5.935320274886364,5.745895159477272,5.745895159477272,6.124745390340909,7.450721196,7.071870966,6.503595619863637,2.8413767278863635,783.2495751443181,,,,,,,,
2030,sc01,01-05 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.07671085825,19.848440571840907,26.51131648097727,19.61584166004545,21.47917029688636,27.33019884434091,26.81839736690909,26.408956185681816,47.682777158340905,40.68137684520455,493.6620919428864,5.707736061727273,5.531208141977273,5.354680222636364,5.354680222636364,5.707736061727273,6.943431497409091,6.590375658613637,6.060791900159091,2.647918792,788.9431160917046,,,,,,,,
2030,sc01,01-05 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.36788298838637,19.47611857313636,26.258345912954542,19.24788280868182,21.727898236636364,27.069414511204545,26.562496635704544,26.156962336931816,46.78833173068181,39.47433208956818,469.3823989007046,5.427013514863637,5.259167736159091,5.091321957772728,5.091321957772728,5.427013514863637,6.601933966522728,6.266242408795455,5.762705072613636,2.5176866827045457,786.4260860512954,,,,,,,,
2030,sc01,01-05 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51379088059091,19.48982474025,25.61370709554545,19.261428355,22.02740271538636,26.4048640705,25.910390961454542,25.514812472863635,46.8212586575,39.14438316477273,461.7270235064773,5.338501832909091,5.173393528522727,5.008285224386364,5.008285224386364,5.338501832909091,6.494259961681819,6.164043353272728,5.668718441022727,2.4766245620454543,784.2132519794773,,,,,,,,
2030,sc01,01-05 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46725599759091,19.54135299643182,25.890927957954545,19.31235276484091,22.09241669143182,26.69064773922727,26.190822877386367,25.790962985454545,46.94504723745455,39.00452497084091,452.3467502475,5.230046829090909,5.068292803454546,4.906538778022727,4.906538778022727,5.230046829090909,6.362325008454545,6.038816956977272,5.553554880340909,2.426310385113636,797.7965408379546,,,,,,,,
2030,sc01,01-05 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05009993056819,18.910348757113635,26.07359015325,18.68874310825,21.99413990490909,26.878952010636365,26.37560084952273,25.972919920704545,45.42915814693182,38.39741327318182,448.6077081825455,5.186815911454546,5.026398924659091,4.865981937954545,4.865981937954545,5.186815911454546,6.309734820409091,5.988900846500001,5.5076498858636365,2.4062548051363635,807.6285025464546,,,,,,,,
2030,sc01,01-06 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.18452314006818,18.302072461545453,25.33474160606818,18.08759505129545,22.844634472136363,26.117281885886367,25.62819421109091,25.23692406988636,43.96786939311364,38.759790980909095,440.84939359675,5.09711404325,4.939471340795454,4.781828638318182,4.781828638318182,5.09711404325,6.200612959886365,5.885327554727272,5.412399447909091,2.364640535977273,800.0189337255,,,,,,,,
2030,sc01,01-07 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.24167877240909,18.21758000375,24.439749148954547,18.004092738772727,23.03113773409091,25.19464487397727,24.722835046750003,24.34538718306818,43.76488946240909,39.29672358677273,450.3248625248409,5.206669702181818,5.045638680204545,4.884607658681818,4.884607658681818,5.206669702181818,6.333886853750001,6.011824810340909,5.528731745363636,2.4154653260227272,800.9038905011363,,,,,,,,
2030,sc01,01-07 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75899069559091,18.331566747454545,24.58943795313636,18.116743700454546,22.98808392106818,25.34895727097728,24.87425769627273,24.494498037636365,44.0387248055,39.66008346634091,472.8879649597273,5.467544976022727,5.298445646931818,5.129346317704545,5.129346317704545,5.467544976022727,6.65124028025,6.313041621522728,5.805743634204545,2.5364899378181818,795.3600778696364,,,,,,,,
2030,sc01,01-07 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75718238563636,18.538373748840907,24.969068275886364,18.321127182772727,23.56904786713636,25.74031362456818,25.25828528009091,24.872662604204542,44.53554631361364,40.13140845059091,490.7981029212728,5.6746225335,5.4991187435,5.323614954022727,5.323614954022727,5.6746225335,6.903149061204545,6.552141482113637,6.025630112977273,2.632556845863636,798.5105630388637,,,,,,,,
2030,sc01,01-07 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.56426683440909,18.92908630090909,24.380082983,18.70726107015909,23.226710942136364,25.133135740454545,24.662477767659087,24.28595138940909,45.474172169090906,41.63716976170454,506.99531358122726,5.861895174068182,5.680599446886363,5.499303719704546,5.499303719704546,5.861895174068182,7.130965263272728,6.768373808931818,6.224486628045455,2.719435906,807.4829509172727,,,,,,,,
2030,sc01,01-08 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.68424902195454,19.53146373809091,23.74748207990909,19.302579397295457,24.292310108363637,24.480995041272728,24.022549441954546,23.65579296268181,46.92128983825,42.55535520184091,534.9602539306363,6.185226661522727,5.993930991431818,5.8026353214318185,5.8026353214318185,6.185226661522727,7.524296351045454,7.1417050113409095,6.567818001386363,2.8694350495681817,806.3649670605909,,,,,,,,
2030,sc01,01-08 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.095716278590906,20.24227604859091,24.27505658179545,20.005061875,23.941143582295457,25.024865279204548,24.556234842545454,24.181330494181815,48.62890534572728,43.17998488990909,556.574652366659,6.435132990545455,6.236108258977273,6.0370835274772725,6.0370835274772725,6.435132990545455,7.828306112272727,7.43025664934091,6.833182454272728,2.9853709755,815.9092796127501,,,,,,,,
2030,sc01,01-09 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.26800216879545,20.605576260727272,24.96243869865909,20.364104665068183,23.65933626136364,25.733479277113634,25.251578916181817,24.8660586255,49.50167734770454,43.39468293509091,558.1188805674773,6.452987404204546,6.253410474272728,6.053833544068183,6.053833544068183,6.452987404204546,7.8500259141363635,7.450872054295454,6.852141264136364,2.993653950772728,824.5484733219772,,,,,,,,
2030,sc01,01-10 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.67928368736364,20.6454802985,24.46993115620455,20.40354107854545,23.99262220229545,25.225759144409093,24.753366653022727,24.375452657409088,49.59754056438636,43.74209624811363,543.8789218468863,6.288344569613637,6.093859686295454,5.899374802977272,5.899374802977272,6.288344569613637,7.649738755090909,7.2607689881363635,6.677314337704545,2.9172732549545457,828.9268290750001,,,,,,,,
2030,sc01,01-11 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.50525530088637,20.761895983863635,23.94235665365909,20.518592515477277,23.991901154022727,24.68188890636364,24.21968124861364,23.84991512184091,49.87721105361364,44.63033505920455,524.3927291380909,6.063044620136363,5.875527775886363,5.688010932045454,5.688010932045454,6.063044620136363,7.37566252725,7.000628839045455,6.438078307431818,2.812752659045455,823.0668512601136,,,,,,,,
2030,sc01,01-11 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.77708691343182,20.82626292843182,24.7021406985,20.582205160022728,23.391114887090907,25.46514118229545,24.988265880454545,24.60676563734091,50.03184258040909,44.400404765159095,508.9028568211137,5.883950246454546,5.7019724037272725,5.519994561227272,5.519994561227272,5.883950246454546,7.157795144795455,6.793839460136363,6.247905931818182,2.729667640386364,829.7265595832955,,,,,,,,
2030,sc01,01-19 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.12756703002273,20.554568498727274,25.487919652,20.313694650159093,22.84078259115909,26.275191303068183,25.78314652202273,25.38951069740909,49.37913916995455,43.62907754518182,494.1179245927728,5.713006412113637,5.536315492454546,5.3596245725681815,5.3596245725681815,5.713006412113637,6.949842852068182,6.596461011977272,6.066388252886364,2.6503638001136363,837.907330105909,,,,,,,,
2030,sc01,01-22 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.91100722175,20.468514579568183,25.22535363359091,20.228649174181815,22.676309074181816,26.00451513440909,25.517539195454543,25.12795844475,49.17240807088637,43.040733840795454,501.1400346143864,5.7941962612045455,5.614994314772727,5.43579236875,5.43579236875,5.7941962612045455,7.048609884749999,6.690205992363636,6.152600153431819,2.6880291935454546,843.6628832960228,,,,,,,,
2030,sc01,01-22 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14535048197727,20.389747481659093,24.978140329,20.15080512827273,22.72822410840909,25.74966589970455,25.26746241813636,24.88169963168182,48.98318242572727,42.20313826579545,512.2036669200681,5.922114312909091,5.738956138068182,5.555797963659091,5.555797963659091,5.922114312909091,7.204221535068182,6.837905185727274,6.288430662227273,2.747372619840909,854.4998897836363,,,,,,,,
2030,sc01,01-22 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.07534181231818,20.45029751718182,25.395105617568184,20.21064559359091,22.54119588306818,26.17951042463636,25.68925741959091,25.29705501629545,49.12864442890909,40.34817790936364,520.5393401671819,6.018491619477273,5.832352703000001,5.646213787045455,5.646213787045455,6.018491619477273,7.321464031795455,6.949186199681819,6.3907694514545454,2.7920837415454547,874.195622873409,,,,,,,,
2030,sc01,01-23 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.76996887215909,20.37083643818181,26.11127405134091,20.13211569875,22.588209102,26.917799889477276,26.41372123897727,26.01045832015909,48.93775160204545,38.746656964,517.8022296559092,5.986845064772727,5.801684908204546,5.616524751409092,5.616524751409092,5.986845064772727,7.282966161249999,6.912645847977273,6.357165378022727,2.7774023499318186,872.4928617151137,,,,,,,,
2030,sc01,02-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.96959253279545,20.08647681259091,25.94762825715909,19.85108841093182,23.184245353022728,26.749099400727275,26.24817993611364,25.847444363886368,48.25462203175,38.08483949327273,510.62831799613633,5.903900080522728,5.721305232818182,5.53871038540909,5.53871038540909,5.903900080522728,7.182064015659091,6.816874319772728,6.269089777113636,2.738922718363636,874.1815655988637,,,,,,,,
2030,sc01,02-08 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.59664766672727,20.021762878068184,25.648425129181817,19.78713284461364,23.750946569363634,26.44065447615909,25.94551113568182,25.54939646218182,48.099156912909095,37.724193926863634,498.3223755109091,5.761618401659091,5.583424017954545,5.405229634363637,5.405229634363637,5.761618401659091,7.008979086045454,6.652590319068182,6.118007168795455,2.6729157537272727,874.6420773093182,,,,,,,,
2030,sc01,02-08 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4389260074023,20.4431821974023,26.605518196551724,20.20361365544828,23.664200713471264,27.427310264689652,26.91369022167816,26.502794186827582,49.11155098121839,36.88820797597701,505.8718621074483,5.848905793632184,5.66801179983908,5.4871178064597705,5.4871178064597705,5.848905793632184,7.115163748873564,6.753375761678161,6.210693780873564,2.71340990462069,861.3129673442529,,,,,,,,
2030,sc01,02-12 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8394510962069,20.33701073496552,27.296918973034483,20.098686390666668,22.76043924390805,28.140067049563218,27.61309950018391,27.191525461885057,48.85649063583909,35.51067782002299,500.4986646935632,5.7867807227356325,5.607808123103448,5.428835523264367,5.428835523264367,5.7867807227356325,7.039588920344827,6.681643721034483,6.144725921999999,2.6845889954712643,858.3882191411494,,,,,,,,
2030,sc01,02-16 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.78374736487356,19.98304739213793,26.955630270988507,19.748871056229888,22.56371205986207,27.78823661126437,27.267857649816094,26.85155447797701,48.00614901114943,35.89677362473563,491.0362094326207,5.677375528321839,5.501786594666667,5.326197660643678,5.326197660643678,5.677375528321839,6.906498065218391,6.555320197333334,6.028553396183908,2.633834008344828,862.9141566734484,,,,,,,,
2030,sc01,02-16 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.99370583616092,19.49518516475862,26.24875915728736,19.26672596312644,22.67030511397701,27.05953164128736,26.552798839149425,26.14741259632184,46.83413623395402,36.97245765091954,492.9181035674713,5.699134045103448,5.52287216737931,5.346610289885057,5.346610289885057,5.699134045103448,6.932967188804598,6.58044343337931,6.051657800758621,2.643928165862069,855.0654824211495,,,,,,,,
2030,sc01,02-16 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.59768975363219,19.08910128383908,26.31058171544828,18.86540087754023,22.41717858317241,27.123263775310345,26.615337488551724,26.208996457908043,45.8585831643908,38.07696954363218,489.3685428708277,5.658093916850575,5.483101321402299,5.308108726275862,5.308108726275862,5.658093916850575,6.883042084252874,6.533056893241379,6.008079107793104,2.6248889309885057,841.7393538445978,,,,,,,,
2030,sc01,02-16 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.29809932068965,18.76584868496552,26.763809794344827,18.54593639524138,22.211349684045977,27.59049117689656,27.073815312873563,26.660474620919544,45.08201930172414,38.567012036160925,477.7200888648736,5.523414139034482,5.352586897793104,5.181759656344828,5.181759656344828,5.523414139034482,6.719204828965517,6.377550345655172,5.865068621885058,2.562408621724138,828.5542756694252,,,,,,,,
2030,sc01,02-17 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.00642683080459,18.714079128873564,26.150937186367816,18.49477351344828,22.68248409602299,26.958688142528736,26.45384379565517,26.049968318735637,44.95765103013793,38.79716483551724,475.1057778258621,5.49318739583908,5.323295002137931,5.153402608413793,5.153402608413793,5.49318739583908,6.682434151425288,6.342649363908047,5.832972183425287,2.548385905954023,801.2457379772414,,,,,,,,
2030,sc01,02-17 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.299732108390806,18.684947785747127,25.25395144862069,18.46598355321839,23.261623328390804,26.03399628,25.54646825924138,25.156445844666663,44.88766753427586,40.6499110984138,468.7715507462988,5.419950869977011,5.252323523724138,5.0846961774712645,5.0846961774712645,5.419950869977011,6.593342295494253,6.258087602321838,5.755205563172414,2.514410197701149,769.9928485443678,,,,,,,,
2030,sc01,02-17 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.08249541082759,18.570352814,25.203834597793104,18.35273149204598,23.192586480942527,25.982331418528734,25.49577090625288,25.106522495471268,44.61237101418391,41.26026213218391,466.8244206258391,5.397438092919541,5.230507017816092,5.063575942965517,5.063575942965517,5.397438092919541,6.565955618344828,6.232093467816092,5.731300242965517,2.503966126137931,767.9495791505747,,,,,,,,
2030,sc01,02-18 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.47622304204598,18.2864099736092,25.20136404381609,18.07211610756321,23.00721509489655,25.97978455645977,25.493271736413792,25.10406148073563,43.9302427088046,41.22724389073563,470.35346954096553,5.438241062988506,5.2700480402068965,5.101855017954023,5.101855017954023,5.438241062988506,6.615592220735632,6.27920617554023,5.774627108275862,2.52289533908046,765.952703394138,,,,,,,,
2030,sc01,02-18 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.392745154,18.205509082068964,24.09332284094253,17.992163272850576,23.57410286806897,24.83751814043678,24.372396078436783,24.00029842816092,43.73589096009196,41.18459819331034,469.6052427745517,5.429590042482759,5.261664577126437,5.0937391118390805,5.0937391118390805,5.429590042482759,6.605068299011494,6.269217368505747,5.765440972781609,2.518881978965517,754.5178532757471,,,,,,,,
2030,sc01,02-19 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.78478433839081,18.25201393942529,23.115691322735632,18.03812315022989,24.32160857344828,23.82968951064368,23.38344064448276,23.026441550183907,43.84761161239081,41.66872825275862,464.15598473744825,5.366585555908046,5.200608683195402,5.034631810551724,5.034631810551724,5.366585555908046,6.528423666160919,6.196469920390805,5.698539302137931,2.489653093425288,751.0873252005747,,,,,,,,
2030,sc01,02-24 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.28419464928736,18.601414549149425,23.71356417229885,18.38342922312644,24.466790033701148,24.4460294751954,23.988238660965514,23.62200600873563,44.68699198275862,41.75535616816092,477.5954589147586,5.521973163655173,5.351190488252874,5.180407813149426,5.180407813149426,5.521973163655173,6.717451889517242,6.375886539425287,5.863538513770115,2.561740128206897,767.5869612950574,,,,,,,,
2030,sc01,03-02 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.221252234597706,18.826392736275864,24.710607145379317,18.605770948528736,23.967371694045976,25.473869140551724,24.996830393563226,24.615199395563216,45.22746693172414,41.65583161926437,485.9944682654482,5.619082763862068,5.445296698183908,5.271510634275862,5.271510634275862,5.619082763862068,6.835585217655172,6.488013087954023,5.966654893264368,2.606790973310345,766.9452505031035,,,,,,,,
2030,sc01,03-11 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.223381537977005,18.923789694735632,24.616902746712643,18.7020265345977,24.55630570445977,25.377270398827587,24.90204061648276,24.52185679151724,45.461447902873566,42.53101552508046,486.01355355248273,5.619303428643677,5.445510539195403,5.2717176495172415,5.2717176495172415,5.619303428643677,6.835853655540229,6.488267876275861,5.966889207885058,2.6068933436551727,762.1090200737931,,,,,,,,
2030,sc01,03-12 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.440717628597696,19.276173633471263,24.675313585379307,19.050280975264368,25.054150224344827,25.43748543252874,24.961128027540237,24.58004210434483,46.30799525193103,42.844382415839085,496.92474758434486,5.745458984988506,5.567764377149426,5.390069769195403,5.390069769195403,5.745458984988506,6.989321238482758,6.633932024183908,6.100848200643679,2.66541911708046,772.9843028264369,,,,,,,,
2030,sc01,03-17 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.99188637917241,19.80966326432184,25.43059570285057,19.57751877383908,24.870883659011493,26.216096729287354,25.725158588229885,25.332408074689653,47.5896207347816,42.52355572645977,510.8281415927816,5.906210447563218,5.723544144942529,5.540877842390804,5.540877842390804,5.906210447563218,7.18487456491954,6.819541960045976,6.271543052528736,2.739994538,782.0433279167815,,,,,,,,
2030,sc01,03-20 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9534567268046,20.09027178367816,25.9910573788046,19.85483891013793,24.282442274045977,26.793869960988506,26.292112097218396,25.890705804344822,48.263738852551725,41.586507610344825,501.52051692211495,5.798595408827586,5.619257406229885,5.43991940416092,5.43991940416092,5.798595408827586,7.053961425011494,6.695285420482758,6.157271413471265,2.690070035563218,789.4348639164368,,,,,,,,
2030,sc01,03-21 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.63316763733334,20.07605709508046,26.15076071349425,19.840790800574712,24.396057816574714,26.95850621765517,26.453665278,26.04979252678161,48.22959029167816,40.828368924781614,507.6128834085517,5.869035535103448,5.687518971977012,5.5060024091954025,5.5060024091954025,5.869035535103448,7.13965147554023,6.776618349747126,6.232068661172413,2.7227484445057475,795.0393112275863,,,,,,,,
2030,sc01,03-22 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.413805291885055,19.960058197908047,25.963881332735635,19.726151265862068,24.818359103655173,26.76585450257471,26.26462127151724,25.86363468724138,47.95092106354023,40.975632738,514.6098738671725,5.949934950597702,5.765916343816092,5.581897737517242,5.581897737517242,5.949934950597702,7.238065197609195,6.870027984091954,6.317972164206896,2.760279101333333,801.7360803225287,,,,,,,,
2030,sc01,03-23 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.30954117606897,20.06201789349425,26.276052846,19.82691612057471,24.4514037296092,27.087668380206896,26.58040867126437,26.17460090526437,48.195863297356325,40.298360011816094,513.6753365324138,5.939129801425287,5.755445374091954,5.571760947517242,5.571760947517242,5.939129801425287,7.2249207891724145,6.85755193491954,6.306498654942529,2.755266403264368,799.0593876496552,,,,,,,,
