LoadLevel,Duration,Stage
01-20 07:00:00+01:00,1,sti1690
01-20 08:00:00+01:00,0,sti57
01-20 09:00:00+01:00,0,stp125
01-20 10:00:00+01:00,1,stp191
01-20 11:00:00+01:00,0,sti237
01-20 12:00:00+01:00,1,sti237
01-20 13:00:00+01:00,0,sti1501
01-20 14:00:00+01:00,1,sti1501
01-20 15:00:00+01:00,1,sti989
01-20 16:00:00+01:00,0,stp191
01-20 17:00:00+01:00,0,stp39
01-20 18:00:00+01:00,0,stp137
01-20 19:00:00+01:00,0,stp125
01-20 20:00:00+01:00,0,sti57
01-20 21:00:00+01:00,0,sti1690
01-20 22:00:00+01:00,0,sti1799
01-20 23:00:00+01:00,0,sti17
01-21 00:00:00+01:00,0,sti923
01-21 01:00:00+01:00,0,sti1512
01-21 02:00:00+01:00,0,sti198
01-21 03:00:00+01:00,0,sti198
01-21 04:00:00+01:00,1,sti1485
01-21 05:00:00+01:00,0,sti1485
01-21 06:00:00+01:00,0,sti1457
01-21 07:00:00+01:00,1,sti570
01-21 08:00:00+01:00,0,sti687
01-21 09:00:00+01:00,1,sti1293
01-21 10:00:00+01:00,1,sti1791
01-21 11:00:00+01:00,1,sti866
01-21 12:00:00+01:00,0,sti866
01-21 13:00:00+01:00,1,sti361
01-21 14:00:00+01:00,0,sti361
01-21 15:00:00+01:00,1,sti953
01-21 16:00:00+01:00,1,sti852
01-21 17:00:00+01:00,0,sti684
01-21 18:00:00+01:00,1,sti684
01-21 19:00:00+01:00,0,sti684
01-21 20:00:00+01:00,0,sti37
01-21 21:00:00+01:00,0,sti1352
01-21 22:00:00+01:00,1,sti1294
01-21 23:00:00+01:00,0,sti267
01-22 00:00:00+01:00,0,sti1760
01-22 01:00:00+01:00,1,sti1760
01-22 02:00:00+01:00,0,sti1760
01-22 03:00:00+01:00,0,sti1760
01-22 04:00:00+01:00,0,sti1294
01-22 05:00:00+01:00,0,sti562
01-22 06:00:00+01:00,0,sti686
01-22 07:00:00+01:00,0,stp62
01-22 08:00:00+01:00,0,stp63
01-22 09:00:00+01:00,0,stp120
01-22 10:00:00+01:00,0,stp184
01-22 11:00:00+01:00,0,stp97
01-22 12:00:00+01:00,0,stp45
01-22 13:00:00+01:00,0,sti831
01-22 14:00:00+01:00,1,sti831
01-22 15:00:00+01:00,1,stp196
01-22 16:00:00+01:00,0,stp178
01-22 17:00:00+01:00,0,stp150
01-22 18:00:00+01:00,1,stp66
01-22 19:00:00+01:00,0,stp63
01-22 20:00:00+01:00,0,stp111
01-22 21:00:00+01:00,0,sti278
01-22 22:00:00+01:00,1,sti795
01-22 23:00:00+01:00,0,sti160
01-23 00:00:00+01:00,0,sti293
01-23 01:00:00+01:00,0,sti293
01-23 02:00:00+01:00,0,sti293
01-23 03:00:00+01:00,1,sti293
01-23 04:00:00+01:00,1,sti160
01-23 05:00:00+01:00,1,sti278
01-23 06:00:00+01:00,1,stp154
01-23 07:00:00+01:00,0,stp16
01-23 08:00:00+01:00,0,stp16
01-23 09:00:00+01:00,1,stp74
01-23 10:00:00+01:00,0,stp23
01-23 11:00:00+01:00,1,stp67
01-23 12:00:00+01:00,0,stp73
01-23 13:00:00+01:00,0,stp129
01-23 14:00:00+01:00,0,stp129
01-23 15:00:00+01:00,0,stp67
01-23 16:00:00+01:00,1,stp75
01-23 17:00:00+01:00,0,stp147
01-23 18:00:00+01:00,0,stp150
01-23 19:00:00+01:00,0,stp16
01-23 20:00:00+01:00,0,stp154
01-23 21:00:00+01:00,0,sti1224
01-23 22:00:00+01:00,0,sti278
01-23 23:00:00+01:00,0,sti1109
01-24 00:00:00+01:00,0,sti1109
01-24 01:00:00+01:00,1,sti724
01-24 02:00:00+01:00,0,sti724
01-24 03:00:00+01:00,0,sti724
01-24 04:00:00+01:00,0,sti1109
01-24 05:00:00+01:00,1,sti1224
01-24 06:00:00+01:00,0,stp154
01-24 07:00:00+01:00,1,stp16
01-24 08:00:00+01:00,0,stp66
01-24 09:00:00+01:00,0,stp74
01-24 10:00:00+01:00,1,stp23
01-24 11:00:00+01:00,0,stp67
01-24 12:00:00+01:00,0,stp73
01-24 13:00:00+01:00,1,stp73
01-24 14:00:00+01:00,0,stp73
01-24 15:00:00+01:00,0,stp67
01-24 16:00:00+01:00,0,stp23
01-24 17:00:00+01:00,1,stp147
01-24 18:00:00+01:00,1,stp150
01-24 19:00:00+01:00,0,stp66
01-24 20:00:00+01:00,0,stp62
01-24 21:00:00+01:00,0,sti566
01-24 22:00:00+01:00,1,sti89
01-24 23:00:00+01:00,0,sti562
01-25 00:00:00+01:00,0,sti562
01-25 01:00:00+01:00,0,sti384
01-25 02:00:00+01:00,0,sti384
01-25 03:00:00+01:00,1,sti384
01-25 04:00:00+01:00,0,sti562
01-25 05:00:00+01:00,1,sti1260
01-25 06:00:00+01:00,0,stp62
01-25 07:00:00+01:00,1,stp161
01-25 08:00:00+01:00,0,stp161
01-25 09:00:00+01:00,0,stp178
01-25 10:00:00+01:00,0,stp75
01-25 11:00:00+01:00,0,stp13
01-25 12:00:00+01:00,1,stp13
01-25 13:00:00+01:00,0,stp13
01-25 14:00:00+01:00,0,stp13
01-25 15:00:00+01:00,0,stp67
01-25 16:00:00+01:00,0,stp75
01-25 17:00:00+01:00,0,stp147
01-25 18:00:00+01:00,0,stp150
01-25 19:00:00+01:00,0,stp66
01-25 20:00:00+01:00,0,stp62
01-25 21:00:00+01:00,1,stp111
01-25 22:00:00+01:00,0,sti1557
01-25 23:00:00+01:00,0,sti795
01-26 00:00:00+01:00,0,sti795
01-26 01:00:00+01:00,0,sti1109
01-26 02:00:00+01:00,0,sti1109
01-26 03:00:00+01:00,0,sti1109
01-26 04:00:00+01:00,0,sti132
01-26 05:00:00+01:00,1,stp21
01-26 06:00:00+01:00,0,stp199
01-26 07:00:00+01:00,0,stp150
01-26 08:00:00+01:00,0,stp150
01-26 09:00:00+01:00,1,stp35
01-26 10:00:00+01:00,0,stp23
01-26 11:00:00+01:00,0,stp78
01-26 12:00:00+01:00,1,stp78
01-26 13:00:00+01:00,0,stp78
01-26 14:00:00+01:00,0,stp78
01-26 15:00:00+01:00,0,stp5
01-26 16:00:00+01:00,0,stp81
01-26 17:00:00+01:00,1,stp171
01-26 18:00:00+01:00,0,stp70
01-26 19:00:00+01:00,1,stp121
01-26 20:00:00+01:00,0,stp34
01-26 21:00:00+01:00,0,stp177
01-26 22:00:00+01:00,1,stp68
01-26 23:00:00+01:00,0,sti832
01-27 00:00:00+01:00,0,sti776
01-27 01:00:00+01:00,0,sti1548
01-27 02:00:00+01:00,0,sti495
01-27 03:00:00+01:00,1,sti495
01-27 04:00:00+01:00,0,sti495
01-27 05:00:00+01:00,0,sti724
01-27 06:00:00+01:00,0,sti1109
01-27 07:00:00+01:00,0,sti132
01-27 08:00:00+01:00,0,stp21
01-27 09:00:00+01:00,1,stp143
01-27 10:00:00+01:00,0,sti1391
01-27 11:00:00+01:00,1,sti1279
01-27 12:00:00+01:00,0,sti1279
01-27 13:00:00+01:00,0,sti350
01-27 14:00:00+01:00,1,sti350
01-27 15:00:00+01:00,1,sti1718
01-27 16:00:00+01:00,0,sti546
01-27 17:00:00+01:00,1,stp164
01-27 18:00:00+01:00,0,stp111
01-27 19:00:00+01:00,0,sti686
01-27 20:00:00+01:00,1,sti1557
01-27 21:00:00+01:00,0,sti684
01-27 22:00:00+01:00,0,sti37
01-27 23:00:00+01:00,0,sti1352
01-28 00:00:00+01:00,0,sti1294
01-28 01:00:00+01:00,0,sti293
01-28 02:00:00+01:00,0,sti1578
01-28 03:00:00+01:00,0,sti570
01-28 04:00:00+01:00,0,sti570
01-28 05:00:00+01:00,0,sti848
01-28 06:00:00+01:00,0,sti848
01-28 07:00:00+01:00,0,sti495
01-28 08:00:00+01:00,0,sti1548
01-28 09:00:00+01:00,0,sti934
01-28 10:00:00+01:00,0,sti102
01-28 11:00:00+01:00,1,sti1275
01-28 12:00:00+01:00,0,sti761
01-28 13:00:00+01:00,1,sti761
01-28 14:00:00+01:00,0,sti761
01-28 15:00:00+01:00,1,sti1536
01-28 16:00:00+01:00,1,sti921
01-28 17:00:00+01:00,0,stp143
01-28 18:00:00+01:00,0,stp21
01-28 19:00:00+01:00,0,sti1224
01-28 20:00:00+01:00,0,sti278
01-28 21:00:00+01:00,0,sti132
01-28 22:00:00+01:00,1,sti1109
01-28 23:00:00+01:00,0,sti724
01-29 00:00:00+01:00,0,sti1033
01-29 01:00:00+01:00,1,sti687
01-29 02:00:00+01:00,0,sti687
01-29 03:00:00+01:00,0,sti687
01-29 04:00:00+01:00,0,sti902
01-29 05:00:00+01:00,0,sti1666
01-29 06:00:00+01:00,0,sti566
01-29 07:00:00+01:00,1,stp31
01-29 08:00:00+01:00,0,stp161
01-29 09:00:00+01:00,0,stp93
01-29 10:00:00+01:00,1,stp116
01-29 11:00:00+01:00,0,sti227
01-29 12:00:00+01:00,0,sti731
01-29 13:00:00+01:00,0,sti731
01-29 14:00:00+01:00,1,sti506
01-29 15:00:00+01:00,1,sti1019
01-29 16:00:00+01:00,1,sti935
01-29 17:00:00+01:00,1,sti904
01-29 18:00:00+01:00,0,sti904
01-29 19:00:00+01:00,1,sti469
