LoadLevel,101_PV_1,101_PV_2,101_PV_3,101_PV_4,102_PV_1,102_PV_2,103_PV_1,104_PV_1,113_PV_1,118_RTPV_1,118_RTPV_10,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,119_PV_1,122_WIND_1
01-01 21:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-01 22:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-01 23:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 00:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 01:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 02:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 03:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 04:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 05:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 06:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 07:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-02 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.2016830200455
01-02 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0438721727917
01-02 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0438721727917
01-02 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.2849249939764
01-02 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.2849249939764
01-02 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.2849249939764
01-02 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.4304130672865
01-02 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.86598251189585
01-02 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-02 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.98476979923444
01-02 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.4731079408166
01-02 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.7991260703201
01-02 20:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-02 21:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-02 22:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-02 23:00:00+01:00,0.0,0.0,0.0,0.0,102.4,15.843272124348092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3161665416515
01-03 00:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 01:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 02:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 03:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 04:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 05:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 06:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-03 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.98476979923444
01-03 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.98476979923444
01-03 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.7991260703201
01-03 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03 20:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-03 21:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-03 22:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-03 23:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-04 00:00:00+01:00,0.0,0.0,0.0,0.0,102.4,15.843272124348092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3161665416515
01-04 01:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 02:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 03:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 04:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 05:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 06:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-04 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.9455910911865
01-04 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.404695706801
01-04 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.4870784476
01-04 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.1378143482395
01-04 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.7544681007829
01-04 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.4466978341511
01-04 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.6937874918177
01-04 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.4466978341511
01-04 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.4870784476
01-04 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.5731105596027
01-04 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.7991260703201
01-04 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.7991260703201
01-04 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.7991260703201
01-04 21:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-04 22:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-04 23:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-05 00:00:00+01:00,0.0,0.0,0.0,0.0,102.4,15.843272124348092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3161665416515
01-05 01:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 02:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 03:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 04:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 05:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 06:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 07:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-05 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.98476979923444
01-05 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.4497099241676
01-05 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.4497099241676
01-05 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.4497099241676
01-05 20:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-05 21:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-05 22:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-05 23:00:00+01:00,0.0,0.0,0.0,0.0,22.21898990850983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.539116102612
01-06 00:00:00+01:00,0.0,0.0,0.0,0.0,102.4,15.843272124348092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3161665416515
01-06 01:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 02:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 03:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 04:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 05:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 06:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 07:00:00+01:00,0.230290472,0.237403692,0.232957928,0.22940132,102.4,101.2,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,16.36328836999991,0.0,0.0,0.0,0.0,1467.284695
01-06 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
